,input,answer,predict,judge
29890,O=C1[C@@H](NC(CNC(c2cc(OC)c(OC)cc2)=O)=O)CCCN1C,COc1ccc(C(=O)NCC(=O)N[C@H]2CCCN(C)C2=O)cc1OC,COc1ccc(C(=O)NCC(=O)N[C@H]2CCCN(C)C2=O)cc1OC,True
29891,c1(C(NCCc2ccc(O)cc2)=O)noc(COC)n1,COCc1nc(C(=O)NCCc2ccc(O)cc2)no1,COCc1nc(C(=O)NCCc2ccc(O)cc2)no1,True
29892,C(CCc1cnccn1)(=O)N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1csc(C)n1)C2,Cc1nc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)CCc2cnccn2)cs1,Cc1nc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)CCc2cnccn2)cs1,True
29893,n1ccc(CNC(CO)(C)C)c(Cl)c1,CC(C)(CO)NCc1ccncc1Cl,CC(C)(CO)NCc1ccncc1Cl,True
29894,C1N(C(C(F)(C)C)=O)CCC(N2CCC(NC([C@@H]3CCC[C@@H]4CCCC[C@H]34)=O)CC2)C1,CC(C)(F)C(=O)N1CCC(N2CCC(NC(=O)[C@@H]3CCC[C@@H]4CCCC[C@@H]43)CC2)CC1,CC(C)(F)C(=O)N1CCC(N2CCC(NC(=O)[C@@H]3CCC[C@@H]4CCCC[C@@H]43)CC2)CC1,True
29895,C1(C)(N)CCN(C(=O)N[C@H](C2CCC2)c2ccc(Br)cc2)CC1,CC1(N)CCN(C(=O)N[C@@H](c2ccc(Br)cc2)C2CCC2)CC1,CC1(N)CCN(C(=O)N[C@@H](c2ccc(Br)cc2)C2CCC2)CC1,True
29896,O=C(N1CC2(CCN(C(=O)[C@H]3CCNC(=O)C3)CC2)CCC1)c1c(OC)nccn1,COc1nccnc1C(=O)N1CCCC2(CCN(C(=O)[C@H]3CCNC(=O)C3)CC2)C1,COc1nccnc1C(=O)N1CCCC2(CCN(C(=O)[C@H]3CCNC(=O)C3)CC2)C1,True
29897,C(=O)(N[C@H]1[C@H](C)CN(C(CCC(C)C)=O)CC1)Cc1cn(CC)nc1,CCn1cc(CC(=O)N[C@@H]2CCN(C(=O)CCC(C)C)C[C@H]2C)cn1,CCn1cc(CC(=O)N[C@@H]2CCN(C(=O)CCC(C)C)[C@H](C)C2)cn1,False
29898,C=CC[C@@H](NC(OC(C)(C)C)=O)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(c1c(O)nc(O)nc1)=O)C2,C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cnc(O)nc1O)C2,C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cnc(O)nc1O)C2,True
29899,C(CCN(CCC#N)CCC1OCCCO1)#N,N#CCCN(CCC#N)CCC1OCCCO1,N#CCCN(CCC#N)CCCN1CCCC1=O,False
29900,Cc1c(CN[C@H]2CN(C([C@]3(C)CCNC(=O)C3)=O)CC2)con1,Cc1nocc1CN[C@@H]1CCN(C(=O)[C@]2(C)CCNC(=O)C2)C1,Cc1nocc1CN[C@@H]1CCN(C(=O)[C@]2(C)CCNC(=O)C2)C1,True
29901,[O-][N+](c1cnc(/C=C\c2ccc(-c3cc(CC(O)=O)ccc3)cc2)cc1)=O,O=C(O)Cc1cccc(-c2ccc(/C=C\c3ccc([N+](=O)[O-])cn3)cc2)c1,O=C(O)Cc1cccc(-c2ccc(/C=C\c3ccc([N+](=O)[O-])cn3)cc2)c1,True
29902,c1(NC(=O)NC(CF)CF)cc(F)c(-n2cccn2)cc1,O=C(Nc1ccc(-n2cccn2)c(F)c1)NC(CF)CF,O=C(Nc1ccc(-n2cccn2)c(F)c1)NC(CF)CF,True
29903,c1(N)nc(N)sc(=S)n1,Nc1nc(N)sc(=S)n1,Nc1nc(N)c(=S)sc1=N,False
29904,N1(CC(=O)NCc2cccc(C)c2)[C@@H](CN(C)C(CSC)=O)CC1,CSCC(=O)N(C)C[C@H]1CCN1CC(=O)NCc1cccc(C)c1,CSCC(=O)N(C)C[C@H]1CCN1CC(=O)NCc1cccc(C)c1,True
29905,c1cc(CNCCCNC(C[C@@H]2CC(=O)OC2)=O)sn1,O=C(C[C@H]1COC(=O)C1)NCCCNCc1ccns1,O=C(C[C@H]1COC(=O)C1)NCCCNCc1ccns1,True
29906,[C@@H]12C[C@H](CC1)[C@H]1[C@H]2CN(C(=O)CSc2nnc(-c3ccncc3)n2-c2ccccc2)C1,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)N1C[C@H]2[C@H]3CC[C@@H](C3)[C@@H]2C1,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)N1C[C@H]2[C@H]3CC[C@@H](C3)[C@@H]2C1,True
29907,[nH]1c(=O)cnc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C(CCC(=O)c2c(OC)ccc(OC)c2)=O)c1,COc1ccc(OC)c(C(=O)CCC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2c[nH]c(=O)cn2)C3)c1,COc1ccc(OC)c(C(=O)CCC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2c[nH]c(=O)cn2)C3)c1,True
29908,C1[C@@H](CN)C[C@H](C2CCCCC2)NC1,NC[C@@H]1CCN[C@@H](C2CCCCC2)C1,NC[C@@H]1CCN(C2CCCCC2)C[C@H]1N,False
29909,O1CCC[C@@H]1Cn1c(=S)n(CN(Cc2ccccc2C(F)(F)F)C)nc1N1CCOCC1,CN(Cc1ccccc1C(F)(F)F)Cn1nc(N2CCOCC2)n(C[C@H]2CCCO2)c1=S,CN(Cc1ccccc1C(F)(F)F)Cn1nc(N2CCOC[C@@H]2C)n(C[C@H]2CCCO2)c1=S,False
29910,c1c(C)sc(/C=C/C(N[C@H]2[C@H]3CN(C(=O)[C@H](Oc4cccnc4)C)C[C@@H]2COC3)=O)c1,Cc1ccc(/C=C/C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)[C@@H](C)Oc2cccnc2)C3)s1,Cc1ccc(/C=C/C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)[C@@H](C)Oc2cccnc2)C3)s1,True
29911,C(NCc1ccccc1OC)(=O)CN1CCC[C@H]1CC(OC)=O,COC(=O)C[C@@H]1CCCN1CC(=O)NCc1ccccc1OC,COC(=O)C[C@@H]1CCCN1CC(=O)NCc1ccccc1OC,True
29912,C(=O)(C)N[C@@H](CC)C(=O)N1C[C@H]2COC[C@H]([C@H]2NC(=O)[C@H](O)CNC(OC(C)(C)C)=O)C1,CC[C@H](NC(C)=O)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@H](O)CNC(=O)OC(C)(C)C,CC[C@H](NC(C)=O)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@H](O)CNC(=O)OC(C)(C)C,True
29913,C1C[C@@H]2N(C(CCN(C)C)=O)[C@H]1C[C@H](NC(C[C@@H]1CCN(C(OC(C)(C)C)=O)CC1(F)F)=O)C2,CN(C)CCC(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)C[C@@H]1CCN(C(=O)OC(C)(C)C)CC1(F)F)C2,CN(C)CCC(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)C[C@@H]1CCN(C(=O)OC(C)(C)C)CC1(F)F)C2,True
29914,c1cc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C([C@@H]([C@@H](CC)C)O)=O)ccc1NC(=O)C1CC1,CC[C@@H](C)[C@@H](O)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1ccc(NC(=O)C3CC3)cc1)C2,CC[C@@H](C)[C@@H](O)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1ccc(NC(=O)C3CC3)cc1)C2,True
29915,N(C[C@@H]1OC[C@@H]2CCN(C([C@H](c3ccccc3)F)=O)C[C@H]12)C(=O)[C@H](NC(OC(C)(C)C)=O)CCN,CC(C)(C)OC(=O)N[C@H](CCN)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@H](F)c3ccccc3)C[C@@H]21,CC(C)(C)OC(=O)N[C@H](CCN)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@H](F)c3ccccc3)C[C@@H]21,True
29916,C1c2c(C(=O)N3C[C@]4(CC3)OCCN(C(CCOC)=O)C4)cccc2CCN1C(OC(C)(C)C)=O,COCCC(=O)N1CCO[C@]2(CCN(C(=O)c3cccc4c3CN(C(=O)OC(C)(C)C)CC4)C2)C1,COCCC(=O)N1CCO[C@]2(CCN(C(=O)c3cccc4c3CCN(C(=O)OC(C)(C)C)C4)C2)C1,False
29917,n1(C)nccc1[C@H]1[C@H](C(N2CCN(C(C(=O)N3CCOCC3)=O)CC2)=O)CC(=O)N1C,CN1C(=O)C[C@@H](C(=O)N2CCN(C(=O)C(=O)N3CCOCC3)CC2)[C@@H]1c1ccnn1C,CN1C(=O)C[C@@H](C(=O)N2CCN(C(=O)C(=O)N3CCOCC3)CC2)[C@@H]1c1ccnn1C,True
29918,CCc1ccc(-c2snc(CC)n2)cc1,CCc1ccc(-c2nc(CC)ns2)cc1,CCc1ccc(-c2nc(CC)ns2)cc1,True
29919,C(Cc1cccc(N[C@@H](CCCC)COC)n1)#N,CCCC[C@@H](COC)Nc1cccc(CC#N)n1,CCCC[C@@H](COC)Nc1cccc(CC#N)n1,True
29920,Cc1nc(C(=O)N2CC[C@H](CNC(=O)c3n[nH]c4c3CS(=O)(=O)C4)[C@H]2c2cccnc2)ccc1,Cc1cccc(C(=O)N2CC[C@H](CNC(=O)c3n[nH]c4c3CS(=O)(=O)C4)[C@H]2c2cccnc2)n1,Cc1cccc(C(=O)N2CC[C@H](CNC(=O)c3n[nH]c4c3CS(=O)(=O)C4)[C@H]2c2cccnc2)n1,True
29921,[C@@H]12C[C@H](NC(Cc3ccc(NC(C)=O)cc3)=O)C[C@@H](N1C([C@@H](c1ccccc1)NC(=O)OC)=O)CC2,COC(=O)N[C@@H](C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)Cc1ccc(NC(C)=O)cc1)C2)c1ccccc1,COC(=O)N[C@@H](C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)Cc1ccc(NC(C)=O)cc1)C2)c1ccccc1,True
29922,n1cc(CNC(NCC2=CCCOC2)=O)n(CC)n1,CCn1nncc1CNC(=O)NCC1=CCCOC1,CCn1nncc1CNC(=O)NCC1=CCCOC1,True
29923,N([C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H]1NN=C(c2ccccc2)C1)C(=O)/C=C/c1cccc(C(F)(F)F)c1,O=C(/C=C/c1cccc(C(F)(F)F)c1)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@@H]1CC(c2ccccc2)=NN1,O=C(/C=C/c1cccc(C(F)(F)F)c1)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@@H]1CC(c2ccccc2)=NN1,True
29924,n1([C@H](CC)C)c2c(cn1)c(-c1onc(Cc3c([N+](=O)[O-])ccc(OC)c3)n1)cc(C)n2,CC[C@H](C)n1ncc2c(-c3nc(Cc4cc(OC)ccc4[N+](=O)[O-])no3)cc(C)nc21,CC[C@H](C)n1ncc2c(-c3nc(Cc4cc([N+](=O)[O-])ccc4OC)no3)cc(C)nc21,False
29925,N(C)(c1c(C(=O)N2CC(CNC(=O)[C@@H]3C[C@@H](F)CC3)C2)cccc1)C,CN(C)c1ccccc1C(=O)N1CC(CNC(=O)[C@H]2CC[C@H](F)C2)C1,CN(C)c1ccccc1C(=O)N1CC(CNC(=O)[C@H]2CC[C@H](F)C2)C1,True
29926,c1cc(OC)c(S(N2CCN(C(=O)N[C@H]3Cc4c[nH]nc4CC3)CC2)(=O)=O)cc1OC,COc1ccc(OC)c(S(=O)(=O)N2CCN(C(=O)N[C@@H]3CCc4n[nH]cc4C3)CC2)c1,COc1ccc(OC)c(S(=O)(=O)N2CCN(C(=O)N[C@@H]3CCc4n[nH]cc4C3)CC2)c1,True
29927,C(=C/C)\C=C/C(Nc1n[nH]c([C@@H]2CCCCN2C(=O)[C@@H](O)CCNC(=O)OC(C)(C)C)c1)=O,C/C=C/C=C\C(=O)Nc1cc([C@@H]2CCCCN2C(=O)[C@@H](O)CCNC(=O)OC(C)(C)C)[nH]n1,C/C=C/C=C\C(=O)Nc1cc([C@@H]2CCCCN2C(=O)[C@@H](O)CCNC(=O)OC(C)(C)C)[nH]n1,True
29928,C(=C/C(=O)N1[C@@H]2C[C@@H](NC(=O)c3cc(OC(F)(F)F)cc(Cl)c3)C[C@H]1CC2)\c1cnc[nH]1,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)/C=C/c1cnc[nH]1)c1cc(Cl)cc(OC(F)(F)F)c1,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)/C=C/c1cnc[nH]1)c1cc(Cl)cc(OC(F)(F)F)c1,True
29929,c1cc(NC(=O)N[C@H]2CCCc3c2cccc3F)ccc1C(N=[S@](C)(=O)N(C)C)=O,CN(C)[S@@](C)(=O)=NC(=O)c1ccc(NC(=O)N[C@H]2CCCc3c(F)cccc32)cc1,CN(C)S(=O)(=O)[C@@H](C)c1ccc(NC(=O)N[C@H]2CCCc3c(F)cccc32)cc1C(=O)N=O,False
29930,C1C[C@H](CNC(C(C)([C@@H](O)C=C)C)=O)[C@@H](c2cccnc2)N1C(=O)c1c(-c2ccccc2)noc1C,C=C[C@H](O)C(C)(C)C(=O)NC[C@H]1CCN(C(=O)c2c(-c3ccccc3)noc2C)[C@@H]1c1cccnc1,C=C[C@H](O)C(C)(C)C(=O)NC[C@H]1CCN(C(=O)c2c(-c3ccccc3)noc2C)[C@@H]1c1cccnc1,True
29931,O=S(CCC#C)(N(CCCc1ccc(OC)cc1)C)=O,C#CCCS(=O)(=O)N(C)CCCc1ccc(OC)cc1,C#CCCS(=O)(=O)N(C)CCCc1ccc(OC)cc1,True
29932,c12c(C)c(S(=O)(N[C@@H](COCCOC)C)=O)oc1ccc(F)c2,COCCOC[C@@H](C)NS(=O)(=O)c1oc2ccc(F)cc2c1C,COCCOC[C@@H](C)NS(=O)(=O)c1oc2ccc(F)cc2c1C,True
29933,N1(C(=O)[C@@H]2c3n(ncc3)CCC2)[C@H]2[C@H](CN(Cc3cnc(C)nc3)C2)CC1,Cc1ncc(CN2C[C@@H]3CCN(C(=O)[C@H]4CCCn5nccc54)[C@@H]3C2)cn1,Cc1ncc(CN2C[C@@H]3CCCN(C(=O)[C@H]4CCn5ccnc54)[C@@H]3C2)cn1,False
29934,C1CCC(C(N[C@@H]2Cc3c(nc(NC(=O)CCc4nc(-c5ccccc5)on4)s3)CC2)=O)(F)CC1,O=C(CCc1noc(-c2ccccc2)n1)Nc1nc2c(s1)C[C@@H](NC(=O)C1(F)CCCCC1)CC2,O=C(CCc1noc(-c2ccccc2)n1)Nc1nc2c(s1)C[C@@H](NC(=O)C1(F)CCCCC1)CC2,True
29935,c12c(cc(NCCOC(=O)C(=C)C)cc1)Cc1c-2ccc(N(C)C)c1,C=C(C)C(=O)OCCNc1ccc2c(c1)Cc1cc(N(C)C)ccc1-2,C=C(C)C(=O)OCCNc1ccc2c(c1)Cc1cc(N(C)C)ccc1-2,True
29936,c1c(OC(CCCCC(=O)c2ccc(F)cc2)=O)cc(NC(c2ccccc2)=O)cc1,O=C(CCCCC(=O)c1ccc(F)cc1)Oc1cccc(NC(=O)c2ccccc2)c1,O=C(CCCCC(=O)c1ccc(F)cc1)Oc1cccc(NC(=O)c2ccccc2)c1,True
29937,C(C)(c1n(CCCC)ncc1NCC#CC)C,CC#CCNc1cnn(CCCC)c1C(C)C,CC#CCNc1ccn(CCCC(C)C)n1,False
29938,Cn1cc(CCC(=O)NCCc2ccoc2)cn1,Cn1cc(CCC(=O)NCCc2ccoc2)cn1,Cn1cc(CCC(=O)NCCc2ccoc2)cn1,True
29939,O=[N+](c1ccc(C(N2CCC[C@H]2C(N2C[C@@](C(=O)OCC)(C(C)C)CC2)=O)=O)cc1C)[O-],CCOC(=O)[C@]1(C(C)C)CCN(C(=O)[C@@H]2CCCN2C(=O)c2ccc([N+](=O)[O-])c(C)c2)C1,CCOC(=O)[C@]1(C(C)C)CCN(C(=O)[C@@H]2CCCN2C(=O)c2ccc([N+](=O)[O-])c(C)c2)C1,True
29940,C1C[C@@H](c2n(CCCN3C[C@@H](C)O[C@H](C)C3)c(N3C[C@H](CN(CC)CC)CC3)nn2)NC1=O,CCN(CC)C[C@@H]1CCN(c2nnc([C@@H]3CCC(=O)N3)n2CCCN2C[C@@H](C)O[C@H](C)C2)C1,CCN(CC)C[C@@H]1CCN(c2nnc([C@@H]3CCC(=O)N3)n2CCCN2C[C@@H](C)O[C@H](C)C2)C1,True
29941,CC(OC(N1CCC(c2n(CC(CC)(C)C)c(N3CC(C)(C)O[C@@H](C)C3)nn2)CC1)=O)(C)C,CCC(C)(C)Cn1c(C2CCN(C(=O)OC(C)(C)C)CC2)nnc1N1C[C@H](C)OC(C)(C)C1,CCC(C)(C)Cn1c(C2CCN(C(=O)OC(C)(C)C)CC2)nnc1N1C[C@H](C)OC(C)(C)C1,True
29942,c1ccc(OCCOC(=O)c2c(C)onc2C)cc1,Cc1noc(C)c1C(=O)OCCOc1ccccc1,Cc1noc(C)c1C(=O)OCCOc1ccccc1,True
29943,C(=O)(Cc1c2c(sn1)cccc2)N1[C@@H]2[C@H]3C[C@H]([C@@H]4[C@@H]3[C@H](O)[C@@H]1C4)[C@@H]2O,O=C(Cc1nsc2ccccc12)N1[C@H]2C[C@H]3[C@H]([C@@H]2O)[C@@H]2C[C@H]3[C@H](O)[C@@H]21,O=C(Cc1nsc2ccccc12)N1[C@H]2C[C@H]3[C@H]([C@@H]2O)[C@@H]2C[C@H]3[C@H](O)[C@H]21,False
29944,C1[C@@H]2[C@H](CC(=O)N3C4(CCC3)CN(C(C(F)(C)C)=O)C4)OC[C@@H]2CCN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC[C@H]2CO[C@@H](CC(=O)N3CCCC34CN(C(=O)C(C)(C)F)C4)[C@H]2C1,CC(C)(C)OC(=O)N1CC[C@H]2CO[C@H](CC(=O)N3CCCC34CN(C(=O)C(C)(C)F)C4)[C@H]2C1,False
29945,C(C)(C)n1ccc(C(N2CC[C@H](CNC(=O)c3cc(OCC(C)C)ncc3)[C@H]2c2cccnc2)=O)n1,CC(C)COc1cc(C(=O)NC[C@H]2CCN(C(=O)c3ccn(C(C)C)n3)[C@@H]2c2cccnc2)ccn1,CC(C)COc1cc(C(=O)NC[C@H]2CCN(C(=O)c3ccn(C(C)C)n3)[C@@H]2c2cccnc2)ccn1,True
29946,[C@@H](CNC(c1cccc(C)n1)=O)(C)CNC(=O)c1ccc(C)n1C,Cc1cccc(C(=O)NC[C@H](C)CNC(=O)c2ccc(C)n2C)n1,Cc1cccc(C(=O)NC[C@H](C)CNC(=O)c2ccc(C)n2C)n1,True
29947,[O-][N+](c1c(C(Nc2c(I)cccc2)=O)cc(OC)cc1)=O,COc1ccc([N+](=O)[O-])c(C(=O)Nc2ccccc2I)c1,COc1ccc([N+](=O)[O-])c(C(=O)Nc2ccccc2I)c1,True
29948,c1(-c2ccc(C(=O)N3CCc4c(cc(Br)s4)C3)cc2)nn(C)cn1,Cn1cnc(-c2ccc(C(=O)N3CCc4sc(Br)cc4C3)cc2)n1,Cn1cnc(-c2ccc(C(=O)N3CCc4sc(Br)cc4C3)cc2)n1,True
29949,C1(c2nc3c(cn2)CN(C(=O)N2CCSCC2)CC3)CC1,O=C(N1CCSCC1)N1CCc2nc(C3CC3)ncc2C1,O=C(N1CCSCC1)N1CCc2nc(C3CC3)ncc2C1,True
29950,Oc1c(CNC(C(OC(C)C)=O)(C)C)cccc1Br,CC(C)OC(=O)C(C)(C)NCc1cccc(Br)c1O,CC(C)OC(=O)C(C)(C)NCc1cccc(Br)c1O,True
29951,c1(C(F)(F)F)ccccc1C(=O)NCCNC(=O)c1cc([N+](=O)[O-])cc(C(=O)OC)c1,COC(=O)c1cc(C(=O)NCCNC(=O)c2ccccc2C(F)(F)F)cc([N+](=O)[O-])c1,COC(=O)c1cc(C(=O)NCCNC(=O)c2ccccc2C(F)(F)F)cc([N+](=O)[O-])c1,True
29952,C1(c2onc(CN3CCN([C@H](c4sccn4)C)CC3)n2)CCC1,C[C@@H](c1nccs1)N1CCN(Cc2noc(C3CCC3)n2)CC1,C[C@@H](c1nccs1)N1CCN(Cc2noc(C3CCC3)n2)CC1,True
29953,CC(n1cc(C(Nc2cc(C)c3n(c2)ccn3)=O)cn1)C,Cc1cc(NC(=O)c2cnn(C(C)C)c2)cn2ccnc12,Cc1cc(NC(=O)c2cnn(C(C)C)c2)cc2nccn12,False
29954,C1[C@H](c2cc(F)c(F)cc2)[C@@H]1C(N1[C@@H]2[C@H](CC1)N(C([C@@H]1[C@H](C3CC3)C1)=O)CC2)=O,O=C([C@H]1C[C@H]1C1CC1)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@@H]1C[C@@H]1c1ccc(F)c(F)c1,O=C([C@@H]1C[C@@H]1c1ccc(F)c(F)c1)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@H]1C[C@H]1C1CC1,False
29955,N1(C(c2c3c(ccc2)cc(C)[nH]3)=O)C[C@H]2[C@@H](CC1)CO[C@H]2CNC([C@H]1CC(F)(F)CC1)=O,Cc1cc2cccc(C(=O)N3CC[C@H]4CO[C@@H](CNC(=O)[C@@H]5CCC(F)(F)C5)[C@H]4C3)c2[nH]1,Cc1cc2cccc(C(=O)N3CC[C@H]4CO[C@@H](CNC(=O)[C@@H]5CCC(F)(F)C5)[C@H]4C3)c2[nH]1,True
29956,c1(NC(N(OCc2ccccc2)C)=O)c(OC)c(C(N)=O)cc(Cl)c1,COc1c(NC(=O)N(C)OCc2ccccc2)cc(Cl)cc1C(N)=O,COc1c(Cl)cc(C(N)=O)cc1NC(=O)N(C)OCc1ccccc1,False
29957,[C@@]1(CNC(=O)CCc2cc(Cl)cs2)(O)CN(C(OC(C)(C)C)=O)CC1,CC(C)(C)OC(=O)N1CC[C@](O)(CNC(=O)CCc2cc(Cl)cs2)C1,CC(C)(C)OC(=O)N1CC[C@](O)(CNC(=O)CCc2cc(Cl)cs2)C1,True
29958,C([C@H]1OCCC1)CS(=O)(N1CCC(N(C)CCCO)CC1)=O,CN(CCCO)C1CCN(S(=O)(=O)CC[C@@H]2CCCO2)CC1,CN(CCCO)C1CCN(S(=O)(=O)CC[C@@H]2CCCO2)CC1,True
29959,C1CN(c2c(CNC(=S)NC(C)C)cccc2)CC1,CC(C)NC(=S)NCc1ccccc1N1CCCC1,CC(C)NC(=S)NCc1ccccc1N1CCCC1,True
29960,c1ccc(OC)cc1CN(C)C(=O)CN1CCN(Cc2c(OC)ccc(C)c2)CC1,COc1cccc(CN(C)C(=O)CN2CCN(Cc3cc(C)ccc3OC)CC2)c1,COc1cccc(CN(C)C(=O)CN2CCN(Cc3cc(C)ccc3OC)CC2)c1,True
29961,c1(NC(=O)c2sc3c(c(C(F)F)nn3C)c2)ccn(-c2c(Cl)cc(Cl)cc2)n1,Cn1nc(C(F)F)c2cc(C(=O)Nc3ccn(-c4ccc(Cl)cc4Cl)n3)sc21,Cn1nc(C(F)F)c2cc(C(=O)Nc3ccn(-c4ccc(Cl)cc4Cl)n3)sc21,True
29962,[nH]1c(C)cc2cc(C(=O)N3C[C@]4(CN(C(=O)[C@@H]5Oc6c(cccc6)CC5)CCOC4)OCC3)ccc12,Cc1cc2cc(C(=O)N3CCO[C@]4(COCCN(C(=O)[C@H]5CCc6ccccc6O5)C4)C3)ccc2[nH]1,Cc1cc2cc(C(=O)N3CCO[C@]4(COCCN(C(=O)[C@H]5CCc6ccccc6O5)C4)C3)ccc2[nH]1,True
29963,n1[nH]c(C(=O)N2CCC([C@H]3CCCCN3C(=O)[C@@H]3CC[C@@H](C(=O)OC)C3)CC2)c2cccnc12,COC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC[C@@H]2C2CCN(C(=O)c3[nH]nc4ncccc34)CC2)C1,COC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC[C@@H]2C2CCN(C(=O)c3[nH]nc4ncccc34)CC2)C1,True
29964,C1[C@@H]2[C@H](NC(c3c(C(C)(C)C)nccc3)=O)[C@@H](COC2)CN1C(=O)Cc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(CC(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2cccnc2C(C)(C)C)cc1,CC(=O)Nc1ccc(CC(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2cccnc2C(C)(C)C)cc1,True
29965,[C@@H]1(C2CCC2)C[C@H]1C(N1CC[C@H]1CN(C)C(=O)c1ocnc1)=O,CN(C[C@@H]1CCN1C(=O)[C@@H]1C[C@H]1C1CCC1)C(=O)c1cnco1,CN(C[C@@H]1CCN1C(=O)[C@@H]1C[C@H]1C1CCC1)C(=O)c1cnco1,True
29966,C1[C@@H](CNc2nc(C(OC)=O)ccc2Cl)CN(C(C)=O)CC1,COC(=O)c1ccc(Cl)c(NC[C@@H]2CCCN(C(C)=O)C2)n1,COC(=O)c1ccc(Cl)c(NC[C@@H]2CCCN(C(C)=O)C2)n1,True
29967,N1(C(OC(C)(C)C)=O)[C@H](C(N2C[C@H]3[C@@H](NC(C(=O)C4CC4)=O)[C@@H](C2)COC3)=O)C[C@H]2C[C@@H]12,CC(C)(C)OC(=O)N1[C@H](C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)C(=O)C2CC2)C[C@H]2C[C@H]21,CC(C)(C)OC(=O)N1[C@H](C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)C(=O)C2CC2)C[C@@H]2C[C@@H]21,False
29968,c1(OCC(=O)NCCC#N)ccc(N2C(=O)CCC2)cc1,N#CCCNC(=O)COc1ccc(N2CCCC2=O)cc1,N#CCCNC(=O)COc1ccc(N2CCCC2=O)cc1,True
29969,c1cc([C@H](N)C(NC2CCN(c3ccc(N(C)C)cc3)CC2)=O)cc(OC)c1,COc1cccc([C@H](N)C(=O)NC2CCN(c3ccc(N(C)C)cc3)CC2)c1,COc1cccc([C@H](N)C(=O)NC2CCN(c3ccc(N(C)C)cc3)CC2)c1,True
29970,C1N(c2n(CCNC(=O)c3cc(F)c(C)cc3)c([C@H]3OCCCC3)nn2)C[C@@H](C)C[C@@H]1C,Cc1ccc(C(=O)NCCn2c([C@@H]3CCCCO3)nnc2N2C[C@@H](C)C[C@H](C)C2)cc1F,Cc1ccc(C(=O)NCCn2c([C@@H]3CCCCO3)nnc2N2C[C@@H](C)C[C@H](C)C2)cc1F,True
29971,c12c(cccc1)N(CC(N(Cc1occc1)c1ccccc1)=O)C(=O)CO2,O=C(CN1C(=O)COc2ccccc21)N(Cc1ccco1)c1ccccc1,O=C(CN1C(=O)COc2ccccc21)N(Cc1ccco1)c1ccccc1,True
29972,C(=C)c1c(C=O)scc1,C=Cc1ccsc1C=O,C=Cc1ccsc1C=O,True
29973,C1CC(C(N(CCNC(=O)CCC)CCC)=O)C1,CCCC(=O)NCCN(CCC)C(=O)C1CCC1,CCCC(=O)NCCN(CCCC)C(=O)C1CC1,False
