,input,answer,predict,judge
83,C[C@H](Cc1cc(F)c(OC)cc1)CN[C@H](c1ccc(OC)cc1)C(O)=O,COc1ccc([C@@H](NC[C@H](C)Cc2ccc(OC)c(F)c2)C(=O)O)cc1,COc1ccc(C[C@H](NC[C@H](C)c2ccc(OC)c(F)c2)C(=O)O)cc1,False
84,C(=O)(N)C1CCN(Cc2ccc(CNC(=O)N3CC(C4CC4)(F)C3)cc2)CC1,NC(=O)C1CCN(Cc2ccc(CNC(=O)N3CC(F)(C4CC4)C3)cc2)CC1,NC(=O)C1CCN(Cc2ccc(CNC(=O)N3CC(F)(C4CC4)C3)cc2)CC1,True
85,c1cc(OCc2ccccc2CNC(COC(=O)c2nc(-c3ncccc3)sc2)=O)ccc1,O=C(COC(=O)c1csc(-c2ccccn2)n1)NCc1ccccc1COc1ccccc1,O=C(COC(=O)c1ccccc1COc1ccccc1)NCc1csc(-c2ccccn2)n1,False
86,C[C@H]1CC(=O)N[C@@H](C(N2C[C@@H](C)[C@H](NC(=O)c3cc(C(F)F)ccc3)C2)=O)C1,C[C@H]1CC(=O)N[C@@H](C(=O)N2C[C@@H](NC(=O)c3cccc(C(F)F)c3)[C@H](C)C2)C1,C[C@H]1CC(=O)N[C@@H](C(=O)N2C[C@@H](NC(=O)c3cccc(C(F)F)c3)[C@H](C)C2)C1,True
87,C(Cn1c2c(cccc2)nc1)CNC(=O)c1[nH]c2c(c1Cl)cccc2,O=C(NCCCn1cnc2ccccc21)c1[nH]c2ccccc2c1Cl,O=C(NCCCn1cnc2ccccc21)c1c[nH]c2ccccc12,False
88,c1(CN(C(=O)NCC[C@H](C)N(C)C(OC(C)(C)C)=O)CC(C)C)cc(OC)ccc1,COc1cccc(CN(CC(C)C)C(=O)NCC[C@H](C)N(C)C(=O)OC(C)(C)C)c1,COc1cccc(CN(C(=O)NCC[C@H](C)N(C)C(=O)OC(C)(C)C)CC(C)C)c1,False
89,C(C)N(S(=O)(=O)c1ccc(OCC)c(NC(c2cc(F)c(F)cc2)=O)c1)CC,CCOc1ccc(S(=O)(=O)N(CC)CC)cc1NC(=O)c1ccc(F)c(F)c1,CCOc1ccc(S(=O)(=O)N(CC)CC)cc1NC(=O)c1ccc(F)c(F)c1,True
90,N1(C(=O)c2cc(C(F)(F)F)cc(Cl)c2)CCC(Oc2ncccc2)CC1,O=C(c1cc(Cl)cc(C(F)(F)F)c1)N1CCC(Oc2ccccn2)CC1,O=C(c1cc(Cl)cc(C(F)(F)F)c1)N1CCC(Oc2ccccn2)CC1,True
91,C1[C@H]2C[C@@H](NC([C@H](C)c3ccc(OC)cc3)=O)C[C@@H](C1)N2C(c1c(C)n2nc(C)cc2nn1)=O,COc1ccc([C@@H](C)C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2nnc3cc(C)nn3c2C)cc1,COc1ccc([C@@H](C)C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2nnc3cc(C)nn3c2C)cc1,True
92,c1(CNC(Nc2c(Cl)cc(F)c(C)c2)=O)c(OC)cccc1OC,COc1cccc(OC)c1CNC(=O)Nc1cc(C)c(F)cc1Cl,COc1cccc(OC)c1NC(=O)NCc1cc(C)c(F)cc1Cl,False
93,O1CCC([C@H]2CN([C@H](C)c3n[nH]c(C)n3)CCCC2)CC1,Cc1nc([C@@H](C)N2CCCC[C@@H](C3CCOCC3)C2)n[nH]1,Cc1nc([C@@H](C)N2CCCC[C@@H](C3CCOCC3)C2)n[nH]1,True
94,N1(C2CCCCC2)C(=O)c2c(ccc(C(=O)N[C@](C3CCCCC3)(C#N)C)c2)C1=O,C[C@@](C#N)(NC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C1CCCCC1,C[C@](C#N)(NC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C1CCCCC1,False
95,c12[nH]ccc(=O)n1ncc2C(=O)N[C@H]1[C@H](C)CN(C([C@@H]2O[C@H](C)CC2)=O)C1,C[C@@H]1CC[C@H](C(=O)N2C[C@@H](NC(=O)c3cnn4c(=O)cc[nH]c34)[C@H](C)C2)O1,C[C@@H]1CN(C(=O)[C@H]2CC[C@@H](C)O2)C[C@H]1NC(=O)c1cnn2c(=O)cc[nH]c12,False
96,c1c(C(=O)Nc2nc3c(s2)C[C@@H](NC(Cc2c(F)ccc([N+](=O)[O-])c2)=O)CC3)c(C)cc(OC)c1,COc1ccc(C(=O)Nc2nc3c(s2)C[C@@H](NC(=O)Cc2cc([N+](=O)[O-])ccc2F)CC3)c(C)c1,COc1ccc(C)c(C(=O)Nc2nc3c(s2)C[C@@H](NC(=O)Cc2cc([N+](=O)[O-])ccc2F)CC3)c1,False
97,[C@H](NC(Nc1ccc(-c2nnnn2C)cc1)=O)(C)c1n[nH]cn1,C[C@H](NC(=O)Nc1ccc(-c2nnnn2C)cc1)c1nc[nH]n1,C[C@H](NC(=O)Nc1ccc(-c2nnnn2C)cc1)c1nc[nH]n1,True
98,C1CC1C#CC(=O)N1C[C@H]2[C@@H](NC(=O)Cc3cc(F)cc(F)c3)[C@H](COC2)C1,O=C(Cc1cc(F)cc(F)c1)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C#CC1CC1)C2,O=C(Cc1cc(F)cc(F)c1)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C#CC1CC1)C2,True
99,O=[S@](C)CCCNCc1sccc1Br,C[S@@](=O)CCCNCc1sccc1Br,C[S@@](=O)CCCNCc1sccc1Br,True
100,C1COCCC12CCN(CCC[C@@H](O)C)[C@H]2C,C[C@H](O)CCCN1CCC2(CCOCC2)[C@@H]1C,C[C@H](O)CCCN1CCC2(CCOCC2)[C@H]1C,False
101,N(C(C(=O)OC)(C)C)C([C@H]1[C@H](C)[C@@H](C)O[C@H]1C)=O,COC(=O)C(C)(C)NC(=O)[C@@H]1[C@H](C)O[C@H](C)[C@H]1C,COC(=O)C(C)(C)NC(=O)[C@@H]1[C@H](C)O[C@@H](C)[C@H]1C,False
102,C(N(CC(=O)N1CCO[C@]2(CN(C(CCC=C(C)C)=O)CC2)C1)C1CC1)(OC(C)(C)C)=O,CC(C)=CCCC(=O)N1CC[C@@]2(C1)CN(C(=O)CN(C(=O)OC(C)(C)C)C1CC1)CCO2,CC(C)=CCCC(=O)N1CC[C@@]2(C1)CN(C(=O)CN(C(=O)OC(C)(C)C)C1CC1)CCO2,True
103,[C@@H]1(NC(c2cncc(F)c2)=O)[C@@H]2CN(C(=O)[C@@H]3CCCN3C(c3ccc(F)cc3)=O)C[C@H]1COC2,O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H]1CCCN1C(=O)c1ccc(F)cc1)C2)c1cncc(F)c1,O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H]1CCCN1C(=O)c1ccc(F)cc1)C2)c1cncc(F)c1,True
104,C1(n2nnnc2CN([C@H](C)CNC([C@@H]2C[C@H]2C2CCC2)=O)CC)CC1,CCN(Cc1nnnn1C1CC1)[C@H](C)CNC(=O)[C@@H]1C[C@H]1C1CCC1,CCN(Cc1nnnn1C1CCC1)[C@H](C)CNC(=O)[C@@H]1C[C@H]1C1CCC1,False
105,N(C[C@@H](CC)Nc1cc(Cl)c(O)nn1)C([C@@H](C)CC(C)C)=O,CC[C@H](CNC(=O)[C@@H](C)CC(C)C)Nc1cc(Cl)c(O)nn1,CC[C@H](CNC(=O)[C@@H](C)CC(C)C)Nc1cc(Cl)c(O)nn1,True
106,C1C[C@H]2[C@H]3[C@H]([C@@H]3C(N3C[C@H](N[C@H]4C(=O)N(CC)CC4)CCC3)=O)[C@@H]1C2,CCN1CC[C@@H](N[C@@H]2CCCN(C(=O)[C@@H]3[C@H]4[C@@H]5CC[C@@H](C5)[C@H]43)C2)C1=O,CCN1CC[C@@H](N[C@@H]2CCCN(C(=O)[C@@H]3[C@H]4[C@@H]5CC[C@@H](C5)[C@H]43)C2)C1=O,True
107,N(C(=O)N1C[C@@H]2[C@H](C1)C2(C)C)CCCc1ccc(OC)c(OCC)c1,CCOc1cc(CCCNC(=O)N2C[C@H]3[C@@H](C2)C3(C)C)ccc1OC,CCOc1cc(CCCNC(=O)N2C[C@H]3[C@H](C2)C3(C)C)ccc1OC,False
108,Cc1cc(NC(=O)CCCC2CC2)sn1,Cc1cc(NC(=O)CCCC2CC2)sn1,Cc1cc(NC(=O)CCCC2CC2)sn1,True
109,n12cccc1CN(CC(NCC1CC1)=O)CC2,O=C(CN1CCn2cccc2C1)NCC1CC1,O=C(CN1CCn2cccc2C1)NCC1CC1,True
110,c1ccc(NC(=O)CNCC(C)C)c(NS(=O)(c2ccc(F)cc2)=O)c1,CC(C)CNCC(=O)Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1,CC(C)CNCC(=O)Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1,True
111,C(N(C)[C@@H](Cc1ccccc1OC)C)(=O)c1cc([N+](=O)[O-])c(C)c(OC)c1,COc1ccccc1C[C@@H](C)N(C)C(=O)c1cc(OC)c(C)c([N+](=O)[O-])c1,COc1ccccc1C[C@@H](C)N(C)C(=O)c1cc([N+](=O)[O-])c(C)cc1OC,False
112,c1cc(N(CCn2c(C(NC(C)C)=O)nnc2N2CCN(c3nc(C(C)C)ccn3)CC2)C)ccc1,CC(C)NC(=O)c1nnc(N2CCN(c3nccc(C(C)C)n3)CC2)n1CCN(C)c1ccccc1,CC(C)NC(=O)c1nnc(N2CCN(c3nccc(C(C)C)n3)CC2)n1CCN(C)c1ccccc1,True
113,C(CCN1C(=O)c2c(cccc2)C1=O)C(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2C([C@H](CN(CC)CC)C)=O,CCN(CC)C[C@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)CCCN1C(=O)c3ccccc3C1=O)C2,CCN(CC)C[C@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)CCCN1C(=O)c3ccccc3C1=O)C2,True
114,C(C)(C)(C)OC(N1C[C@]2(CCC[C@@H]2C(N2CC3(CCCN3C(c3ccno3)=O)C2)=O)CC1)=O,CC(C)(C)OC(=O)N1CC[C@@]2(CCC[C@@H]2C(=O)N2CC3(CCCN3C(=O)c3ccno3)C2)C1,CC(C)(C)OC(=O)N1CC[C@]2(CCC[C@@H]2C(=O)N2CC3(CCCN3C(=O)c3ccno3)C2)C1,False
115,N(C(=O)c1cc2ncccn2n1)(CC)[C@H](C)CNC(CC(C)C)=O,CCN(C(=O)c1cc2ncccn2n1)[C@H](C)CNC(=O)CC(C)C,CCN(C(=O)c1cc2ncccn2n1)[C@H](C)CNC(=O)CC(C)C,True
116,c1cccc(COC(=O)N2C[C@@H](C(N3[C@H]4[C@H](CC[C@@H]3C)O[C@H](C(OC)=O)C4)=O)CC2)c1,COC(=O)[C@@H]1C[C@@H]2[C@H](CC[C@H](C)N2C(=O)[C@H]2CCN(C(=O)OCc3ccccc3)C2)O1,COC(=O)[C@@H]1C[C@@H]2[C@H](CC[C@H](C)N2C(=O)[C@@H]2CC[C@H](C)N(Cc3ccccc3)C2)O1,False
117,CNS([C@H]1CCN(C(C(=O)N[C@@H](c2n(C3CC3)nnn2)C)=O)C1)(=O)=O,CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)N[C@H](C)c2nnnn2C2CC2)C1,CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)N[C@H](C)c2nnnn2C2CC2)C1,True
118,[nH]1nc(NC(CSc2c(Br)cccn2)=O)nn1,O=C(CSc1ncccc1Br)Nc1nn[nH]n1,O=C(CSc1nnc[nH]1)Nc1ncccc1Br,False
119,C(N1C[C@@H](N(Cc2cnon2)C)CC1)(CCCCC(NC)=O)=O,CNC(=O)CCCCC(=O)N1CC[C@H](N(C)Cc2cnon2)C1,CNC(=O)CCCCC(=O)N1CC[C@H](N(C)Cc2cnon2)C1,True
120,c1(CN2C[C@@H](C)O[C@@H](C)C2)scc(I)c1,C[C@H]1CN(Cc2cc(I)cs2)C[C@@H](C)O1,C[C@H]1CN(Cc2cc(I)cs2)C[C@@H](C)O1,True
121,c1c(COCCNc2sccn2)ccc(OC)c1,COc1ccc(COCCNc2nccs2)cc1,COc1ccc(COCCNc2nccs2)cc1,True
122,C1(=O)N(c2ccc([C@@H](C)NC(=O)NCC(C)([C@]3(O)COCCC3)C)cc2)CCCO1,C[C@@H](NC(=O)NCC(C)(C)[C@@]1(O)CCCOC1)c1ccc(N2CCCOC2=O)cc1,C[C@@H](NC(=O)NCC(C)(C)[C@@]1(O)CCCOC1)c1ccc(N2CCCOC2=O)cc1,True
123,c1(NC([C@]2(O)CSCC2)=O)sc(C(C)C)cn1,CC(C)c1cnc(NC(=O)[C@@]2(O)CCSC2)s1,CC(C)c1cnc(NC(=O)[C@@]2(O)CCSC2)s1,True
124,C1[C@H](c2nc(CCc3c(C)noc3C)on2)c2ccccc2CC1,Cc1noc(C)c1CCc1nc([C@H]2CCCc3ccccc32)no1,Cc1noc(C)c1CCc1nc([C@H]2CCCc3ccccc32)no1,True
125,C1[C@@H]2N(C([C@H]3[C@H]4CCOC[C@H]4CO3)=O)[C@@H](C[C@H]2NC(c2c(C)cc(C)nc2C)=O)C1,Cc1cc(C)c(C(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3C(=O)[C@@H]2OC[C@@H]3COCC[C@@H]32)c(C)n1,Cc1cc(C)c(C(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3C(=O)[C@@H]2OC[C@@H]3COCC[C@@H]32)c(C)n1,True
126,n1(C)ncc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](CNC([C@@H]2C[C@H]2[N+]([O-])=O)=O)C3)n1,Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](CNC(=O)[C@@H]2C[C@H]2[N+](=O)[O-])C3)n1,Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](CNC(=O)[C@@H]2C[C@H]2[N+](=O)[O-])C3)n1,True
127,C1CCC(NC(=O)OC(C)(C)C)(C(N2C[C@@H](O)C[C@@H](C(=O)OC)C2)=O)C1,COC(=O)[C@@H]1C[C@H](O)CN(C(=O)C2(NC(=O)OC(C)(C)C)CCCC2)C1,COC(=O)[C@@H]1C[C@H](O)CN(C(=O)C2(NC(=O)OC(C)(C)C)CCCC2)C1,True
128,S(=O)(N1C[C@@H](C(OC)=O)CC[C@H]1C(=O)OC)(c1ccc(C)c(N(C)C)c1)=O,COC(=O)[C@H]1CC[C@@H](C(=O)OC)N(S(=O)(=O)c2ccc(C)c(N(C)C)c2)C1,COC(=O)[C@@H]1CC[C@H](C(=O)OC)N(S(=O)(=O)c2ccc(C)c(N(C)C)c2)C1,False
129,c12cc(NC(=O)C(N3CCC[C@@H]3CO)=O)ccc1OC(F)(F)O2,O=C(Nc1ccc2c(c1)OC(F)(F)O2)C(=O)N1CCC[C@@H]1CO,O=C(Nc1ccc2c(c1)OC(F)(F)O2)C(=O)N1CCC[C@@H]1CO,True
130,c1nc(-c2ccccc2)oc1C(N[C@H]1CCCN(CCCO)[C@@H]1C)=O,C[C@@H]1[C@@H](NC(=O)c2cnc(-c3ccccc3)o2)CCCN1CCCO,C[C@@H]1[C@@H](NC(=O)c2cnc(-c3ccccc3)o2)CCCN1CCCO,True
131,c12c(c(C)cc(-c3ccc(N)c(OC)c3)c1)nccc2,COc1cc(-c2cc(C)c3ncccc3c2)ccc1N,COc1cc(-c2cc(C)c3ncccc3c2)ccc1N,True
132,O=C(N(CC(O[C@@H](C(=O)O)c1cccc(C#N)c1)=O)C)C1CC1,CN(CC(=O)O[C@@H](C(=O)O)c1cccc(C#N)c1)C(=O)C1CC1,CN(CC(=O)O[C@@H](C(=O)O)c1cccc(C#N)c1)C(=O)C1CC1,True
133,C(C)(C)(OC(=O)Nc1cc(C(=O)N2C[C@H]3[C@@H](NC(Cc4nc(C)no4)=O)[C@H](COC3)C2)n(C)c1)C,Cc1noc(CC(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2cc(NC(=O)OC(C)(C)C)cn2C)C3)n1,Cc1noc(CC(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2cc(NC(=O)OC(C)(C)C)cn2C)C3)n1,True
134,c1n(CC)cnc1C(=O)NOCC(C)C,CCn1cnc(C(=O)NOCC(C)C)c1,CCn1cnc(C(=O)NOCC(C)C)c1,True
135,c1nc(N(C)N2C(=O)[C@H]3[C@@H]4C[C@@H]([C@@H]3C2=O)[C@H]2C(C(=O)OCC)=NO[C@H]42)c(Cl)cc1C(F)(F)F,CCOC(=O)C1=NO[C@@H]2[C@H]3C[C@@H]([C@@H]4C(=O)N(N(C)c5ncc(C(F)(F)F)cc5Cl)C(=O)[C@H]43)[C@@H]12,CCOC(=O)C1=NN(c2ncc(C(F)(F)F)cc2Cl)[C@@H]2C[C@H]3[C@H](C2)[C@H]1C(=O)OC2)c1ncc(C)c(Cl)cc2Cl)N1[C@@H]1C[C@@H](C(=O)O)C1(CC(O)C(=O)[C@@H]2C[C@H]3C2C(=O)(C(=O)O)[C@@H]2C1C(=O)O)[C@@H]1CC[C@@H]2C(=O)C(=O)[C@@H]1N1c,False
136,n1n(C)nc(CNCCCNC(=O)[C@@H]2[C@@](C)(CC)C2)c1,CC[C@@]1(C)C[C@@H]1C(=O)NCCCNCc1cnn(C)n1,CC[C@@]1(C)C[C@@H]1C(=O)NCCCNCc1cnn(C)n1,True
137,C1C(Cn2c(-c3c(F)cccc3)nnc2N2C[C@H](CC(=O)N)CCC2)(C(C)C)C1,CC(C)C1(Cn2c(-c3ccccc3F)nnc2N2CCC[C@@H](CC(N)=O)C2)CC1,CC(C)C1(Cn2c(-c3ccccc3F)nnc2N2CCC[C@@H](CC(N)=O)C2)CC1,True
138,[C@H]12[C@](C(N[C@@H]3[C@H]4COC[C@@H]3CN(C(=O)c3ccccc3)C4)=O)(CC1)CN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@]2(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2ccccc2)C3)C1,CC(C)(C)OC(=O)N1C[C@@H]2CC[C@]2(NC(=O)[C@@H]2C[C@@]23CCN(C(=O)OC(C)(C)C)C[C@@H]2C1,False
139,o1cc(C(N[C@H]2CCN(C([C@H]3CCCS3(=O)=O)=O)[C@@H]2CC)=O)nc1,CC[C@@H]1[C@@H](NC(=O)c2cocn2)CCN1C(=O)[C@H]1CCCS1(=O)=O,CC[C@@H]1[C@@H](NC(=O)c2cocn2)CCN1C(=O)[C@H]1CCCS1(=O)=O,True
140,C1CC[C@@H](c2cc(NC([C@@H]3O[C@H](C)CC3)=O)n[nH]2)N(C(=O)c2cc(N(C)C)ccc2)C1,C[C@@H]1CC[C@H](C(=O)Nc2cc([C@@H]3CCCCN3C(=O)c3cccc(N(C)C)c3)[nH]n2)O1,C[C@@H]1CC[C@H](C(=O)Nc2cc([C@@H]3CCCCN3C(=O)c3cccc(N(C)C)c3)[nH]n2)O1,True
141,C1[C@H](NC(NC[C@H]2C[C@@H](O)CC2)=O)[C@H](c2ccc(C(F)(F)F)cc2)CC1,O=C(NC[C@@H]1CC[C@H](O)C1)N[C@H]1CCC[C@H]1c1ccc(C(F)(F)F)cc1,O=C(NC[C@@H]1CCC[C@@H]1O)N[C@@H]1CC[C@H](c2ccc(C(F)(F)F)cc2)C1,False
142,O(C([C@H]1N([C@H]2CCc3c(c(Cl)ccc3)C2)C[C@H](N)C1)=O)C,COC(=O)[C@@H]1C[C@@H](N)CN1[C@H]1CCc2cccc(Cl)c2C1,COC(=O)[C@@H]1C[C@H](N)CN1[C@H]1CCc2cccc(Cl)c2C1,False
143,C1(C(NCCCN[C@H](c2cocc2)C)=O)CCC1,C[C@H](NCCCNC(=O)C1CCC1)c1ccoc1,C[C@H](NCCCNC(=O)C1CCC1)c1ccoc1,True
144,c12n(-c3ccc(OC)c(C)c3)c(-c3cc(Cl)c(OC)cc3)cn1c1c(=O)n(C)c(=O)n(C)c1n2,COc1ccc(-n2c(-c3ccc(OC)c(Cl)c3)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)cc1C,COc1ccc(-c2cc3nc4c(=O)n(C)c(=O)n(C)c4nc(C)c(Cl)n43)c(=O)n(C)c2c1,False
145,C1COC[C@@H]1Cn1c(-c2cscn2)nnc1N(CCNC(=O)C(C)C)C,CC(C)C(=O)NCCN(C)c1nnc(-c2cscn2)n1C[C@@H]1CCOC1,CC(C)C(=O)NCCN(C)c1nnc(-c2cscn2)n1C[C@@H]1CCOC1,True
146,C1CN(C(=O)[C@H]2N(C(=O)[C@H]3CCCO3)CCCC2)C[C@H](c2[nH]nc(O)n2)C1,O=C([C@@H]1CCCCN1C(=O)[C@H]1CCCO1)N1CCC[C@@H](c2nc(O)n[nH]2)C1,O=C([C@@H]1CCCCN1C(=O)[C@H]1CCCO1)N1CCC[C@@H](c2nc(O)n[nH]2)C1,True
147,C1[C@H]2CO[C@@H](CNC(c3sc(N)nc3C)=O)[C@H]2CN(C([C@@H]2CC(=O)N(Cc3ccccc3)C2)=O)C1,Cc1nc(N)sc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@H]3CC(=O)N(Cc4ccccc4)C3)C[C@@H]21,Cc1nc(N)sc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@H]3CC(=O)N(Cc4ccccc4)C3)C[C@@H]21,True
148,C1CN(Cc2ccccc2)[C@H](C(N2CC[C@]3(CN(C([C@@H]4C[C@@H]4c4ccc(F)cc4)=O)CCO3)C2)=O)C1,O=C([C@@H]1CCCN1Cc1ccccc1)N1CC[C@@]2(C1)CN(C(=O)[C@@H]1C[C@@H]1c1ccc(F)cc1)CCO2,O=C([C@@H]1C[C@@H]1c1ccc(F)cc1)N1CC[C@@]2(C1)CN(C(=O)[C@@H]1C[C@@H]1c1ccc(F)cc1)CCO2,False
149,c1c2c(Cl)nnc(NCCOc3cnccc3)c2cc(Cl)c1,Clc1ccc2c(Cl)nnc(NCCOc3cccnc3)c2c1,Clc1cc(NCCOc2cccnc2)c2cc(Cl)nnc12,False
150,c1n(C)c(CC[C@H](C)Nc2c(C#N)c(C)ccn2)cc1,Cc1ccnc(N[C@@H](C)CCc2cccn2C)c1C#N,Cc1ccnc(N[C@@H](C)CCc2cccn2C)c1C#N,True
151,C1[C@@H](C(=O)N(C2CCN(Cc3cc(CC)ccc3)CC2)C)[C@H]2O[C@@H]1[C@H]1[C@@H]2C1,CCc1cccc(CN2CCC(N(C)C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)CC2)c1,CCc1cccc(CN2CCC(N(C)C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)CC2)c1,True
152,Cc1cccc(CCCN(C)C[C@@](C)(c2ccccc2)O)c1,Cc1cccc(CCCN(C)C[C@](C)(O)c2ccccc2)c1,Cc1cccc(CCCN(C)C[C@](C)(O)c2ccccc2)c1,True
153,Cc1cc(F)ccc1CCNCc1ncccc1,Cc1cc(F)ccc1CCNCc1ccccn1,Cc1cc(F)ccc1CCNCc1ccccn1,True
154,[C@H]1(NC(=O)[C@H]2[C@H](C=C)OCCC2)C[C@@H](NC(c2ccnc(C3CC3)n2)=O)C1,C=C[C@@H]1OCCC[C@H]1C(=O)N[C@H]1C[C@@H](NC(=O)c2ccnc(C3CC3)n2)C1,C=C[C@@H]1OCCC[C@H]1C(=O)N[C@H]1C[C@@H](NC(=O)c2ccnc(C3CC3)n2)C1,True
155,C1N(C(=O)C(F)(F)C)[C@@H](c2cnccc2)[C@@H](CNC(c2c(C(F)(F)F)oc(C)c2)=O)C1,Cc1cc(C(=O)NC[C@H]2CCN(C(=O)C(C)(F)F)[C@H]2c2cccnc2)c(C(F)(F)F)o1,Cc1cc(C(=O)NC[C@H]2CCN(C(=O)C(C)(F)F)[C@H]2c2cccnc2)c(C(F)(F)F)o1,True
156,c1(OCc2n(CCCC)nnn2)ccccc1F,CCCCn1nnnc1COc1ccccc1F,CCCCn1nnnc1COc1ccccc1F,True
157,c1nc2c(nc1C(OCc1oc(-c3ccco3)nn1)=O)cccc2,O=C(OCc1nnc(-c2ccco2)o1)c1cnc2ccccc2n1,O=C(OCc1nnc(-c2ccco2)o1)c1cnc2ccccc2n1,True
158,C[C@H](NC(=O)c1nc(C)sc1C)CCNC(C[C@H](CC)C)=O,CC[C@H](C)CC(=O)NCC[C@H](C)NC(=O)c1nc(C)sc1C,CC[C@H](C)CC(=O)NCC[C@H](C)NC(=O)c1nc(C)sc1C,True
159,O=C(NC[C@@H]1N(C(C2(C)CCOCC2)=O)CC1)[C@@H]1C[C@H]2[C@@H]1CCCC2,CC1(C(=O)N2CC[C@@H]2CNC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]32)CCOCC1,CC1(C(=O)N2CC[C@@H]2CNC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]32)CCOCC1,True
160,O=S(NC)(CCCNC(=O)Cc1c(F)ccc(Br)c1)=O,CNS(=O)(=O)CCCNC(=O)Cc1cc(Br)ccc1F,CNS(=O)(=O)CCCNC(=O)Cc1cc(Br)ccc1F,True
161,C[C@@H](C[C@@H](C)O)NC(C(Nc1cc(Cl)ccc1C(O)=O)=O)=O,C[C@@H](C[C@@H](C)O)NC(=O)C(=O)Nc1cc(Cl)ccc1C(=O)O,C[C@@H](C[C@@H](C)O)NC(=O)C(=O)Nc1cc(Cl)ccc1C(=O)O,True
162,c1cc(NC(=O)NC2CC2)ccc1[C@H](NC(N[C@@H]1[C@@H]2CN(C(C)=O)C[C@@H]2CCC1)=O)C,CC(=O)N1C[C@H]2[C@@H](NC(=O)N[C@H](C)c3ccc(NC(=O)NC4CC4)cc3)CCC[C@H]2C1,CC(=O)N1C[C@@H]2CCC[C@H](NC(=O)N[C@H](C)c3ccc(NC(=O)NC4CC4)cc3)[C@H]2C1,False
163,COc1c(CNCCCOc2ccccc2)c(OC)ccc1,COc1cccc(OC)c1CNCCCOc1ccccc1,COc1cccc(OC)c1CNCCCOc1ccccc1,True
164,C1CC(C(c2ccc(NC(C(=O)N3CC4(CCC4)[C@@H](C)CC3)=O)cc2)=O)C1,C[C@H]1CCN(C(=O)C(=O)Nc2ccc(C(=O)C3CCC3)cc2)CC12CCC2,C[C@H]1CCN(C(=O)C(=O)Nc2ccc(C(=O)C3CCC3)cc2)CC12CCC2,True
165,C1CCCC(N(C([C@H](N2[C@H](CNC(CC)=O)CCC2)C)=O)C)C1,CCC(=O)NC[C@@H]1CCCN1[C@H](C)C(=O)N(C)C1CCCCC1,CCC(=O)NC[C@@H]1CCCN1[C@H](C)C(=O)N(C)C1CCCCC1,True
166,Cc1nn([C@@H](C)CC)c(C)c1-c1[nH]nc(C(=O)N2C[C@H]3[C@H](CCN(C(=O)OC(C)(C)C)C3)C2)c1,CC[C@H](C)n1nc(C)c(-c2cc(C(=O)N3C[C@H]4CCN(C(=O)OC(C)(C)C)C[C@H]4C3)n[nH]2)c1C,CC[C@H](C)n1nc(C)c(-c2cc(C(=O)N3C[C@H]4CCN(C(=O)OC(C)(C)C)C[C@H]4C3)n[nH]2)c1C,True
167,[C@@H](Cc1ccccc1)(C(=O)N[C@H]1CCc2c(sc(NC(Cc3cc4c(cc3)OCCC4)=O)n2)C1)O,O=C(Cc1ccc2c(c1)CCCO2)Nc1nc2c(s1)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)CC2,O=C(Cc1ccc2c(c1)CCCO2)Nc1nc2c(s1)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)CC2,True
