,canonical,random
113,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,C1[C@@H]2[C@@H](/C=C/[C@H](C(C)CC#CC)O)[C@H](O)C[C@@H]2C/C1=C\CCCC(=O)O
114,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,C1[C@H]2N(CC=C(C)C)CC[C@@](C)(c3cc(O)ccc31)[C@H]2C
115,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,c1(CCN2CCC(NC(c3ccccc3)=O)CC2)c2c(cccc2)[nH]c1
116,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,O=C([C@H](CC)C)O[C@@H]1[C@@H]2[C@@H](CC[C@H](C[C@@H](O)CC(O)=O)O)[C@@H](C)C=CC2=C[C@@H](O)C1
117,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,c1(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)ccccc1/C=C/C(OC(C)(C)C)=O
118,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,C1(C(=O)OC)=C(C)NC(C)=C(C(=O)OC(C)C)C1c1c2c(ccc1)non2
119,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,O(C)c1c(OC)cc(C(C(C)C)(C#N)CCCN(C)CCc2cc(OC)c(OC)cc2)cc1OC
120,NC(N)=NCCN1CCCCCCC1,C1N(CCN=C(N)N)CCCCCC1
121,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,c1(=O)nc(N)[nH]c2c1ncn2COCCO
122,CNC1(c2ccccc2Cl)CCCCC1=O,C1(NC)(c2c(Cl)cccc2)C(=O)CCCC1
123,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,c12c3c(ccc1OC)C[C@@H]1[C@@H]4CC[C@H](O)[C@H](O2)[C@@]43CCN1C
124,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,[nH]1c2c3c(ccc2)[C@@H]2[C@H](N(C)C[C@@H](NC(N(CC)CC)=O)C2)Cc3c1
125,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,n12c3c(c4c1[C@H]1N(CCC[C@@]1(CC)C[C@]2(O)C(OC)=O)CC4)cccc3
126,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,c1ccc([C@H](NCCCc2cccc(C(F)(F)F)c2)C)c2ccccc12
127,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,C(C)P(=[Au]S[C@H]1[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H](COC(C)=O)O1)(CC)CC
128,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,c1(N(C2CCN(C(C)C)CC2)C(=O)Cc2ccccc2)ccc(Cl)cc1
129,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,C[C@@]12[C@H]([C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C1)C[C@H]1OC(C)(C)O[C@]12C(=O)CO
130,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,c12ccc(S(=O)(=O)C)cc1N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
131,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,Clc1cc(N2CCN(CCCn3nc(CC)n(CCOc4ccccc4)c3=O)CC2)ccc1
132,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(-c2ccc(F)cc2)nc(N(C)S(=O)(C)=O)nc1C(C)C
133,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,O=c1c2c3c(c4c5c(c(=O)c6c(O)cc(C)c7c8c(c3c5c76)c1c(O)cc8C)c(O)cc4O)c(O)cc2O
134,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,[C@H]1(OC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](Oc3cc4c(c(O)c3)C(=O)C[C@@H](c3ccc(OC)c(O)c3)O4)O2)[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O1
135,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,[C@H]1(OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)NC2=C3C(=NC4(CCN(CC(C)C)CC4)N3)c3c4c(c(C)c(O)c3C2=O)O[C@](C)(O/C=C/[C@H](OC)[C@H]1C)C4=O
136,Clc1ccc2nsnc2c1NC1=NCCN1,c1cc(Cl)c(NC2=NCCN2)c2c1nsn2
137,CN(C)CC(Oc1ccccc1)Oc1ccccc1,c1c(OC(Oc2ccccc2)CN(C)C)cccc1
138,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,O[C@@H]1[C@@H](NC(N(N=O)C)=O)[C@@H](O)O[C@H](CO)[C@H]1O
139,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,C1(=O)c2cc(F)ccc2-n2cnc(C(=O)OCC)c2CN1C
140,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,c1c(OC)c(OC)cc(C(CCCN(C)CCc2cc(OC)c(OC)cc2)(C#N)C(C)C)c1
141,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,c1cc(CNC([C@@H]2CCN2C([C@@H](C2CCCCC2)NCC(OCC)=O)=O)=O)ccc1/C(N)=N/O
142,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,N12CCCC[C@H]1C(=O)O[C@H](/C(C)=C/[C@@H]1CC[C@@H](O)[C@H](OC)C1)[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]1O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C2=O
143,CN1CCN2c3ccccc3Cc3ccccc3C2C1,N12c3c(cccc3)Cc3c(cccc3)C1CN(C)CC2
144,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,O=C(OC)Nc1[nH]c2cc(C(c3ccccc3)=O)ccc2n1
145,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,c1cc2c3c(c1O)O[C@@H]1[C@@]34[C@@](O)(CCC1=O)[C@@H](C2)N(CC1CC1)CC4
146,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,C(=N\O)(\C(=O)N[C@@H]1C(=O)N2C(C(O)=O)=C(C=C)CS[C@@H]21)c1nc(N)sc1
147,NNc1nncc2ccccc12,c1(NN)c2c(cnn1)cccc2
148,CC[N+](C)(C)Cc1ccccc1Br,c1(C[N+](CC)(C)C)ccccc1Br
149,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,c1ccccc1COC(=O)NC[C@@H]1C[C@@H]2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
150,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,c1(-c2ccccc2-c2n[nH]nn2)ccc(CN(C(CCCC)=O)[C@H](C(=O)O)C(C)C)cc1
151,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CC1=C(C(=O)OCCN(C)Cc2ccccc2)C(c2cc([N+]([O-])=O)ccc2)C(C(OC)=O)=C(C)N1
152,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,O1[C@H]2[C@@H](O)C=C[C@H]3[C@@H]4N(C)CC[C@@]32c2c(ccc(O)c21)C4
153,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,n1(C(C)C)c2c(cccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](C[C@H](O)CC(=O)O)O
154,Cc1ncsc1CCCl,c1(C)ncsc1CCCl
155,CCOc1ccc(NC(C)=O)cc1,O(c1ccc(NC(C)=O)cc1)CC
156,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,c1(O)cc(C[C@](C(O)=O)(C)N)ccc1O
157,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,C(C)(CN1c2ccccc2Sc2ccccc21)N(C)C
158,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,[C@H](Cn1cnc2c1ncnc2N)(C)OCP(O)(=O)O
159,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C(C)([C@@H]1[C@@]2(C)CC[C@@H]3[C@@]4(C)CCC(=O)C=C4CC[C@H]3[C@@H]2CC1)=O
160,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,c1c2c(ccc1)N(CCCN(C)C)c1c(ccc(Cl)c1)S2
161,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,C(CC(C)NCC(c1ccc(O)c(C(N)=O)c1)O)c1ccccc1
162,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,c1(NS(=O)(c2ccc(/N=N/c3cc(C(O)=O)c(O)cc3)cc2)=O)ncccc1
163,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,c12c3c([nH]c1cccc2)cccc3OCC(CNCCOc1c(OC)cccc1)O
164,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,O[C@H]1[C@@H](SC)O[C@H]([C@H](NC([C@H]2N(C)C[C@H](CCC)C2)=O)[C@@H](C)O)[C@H](O)[C@@H]1O
165,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,n1(CC(OCc2c(Cl)cc(Cl)cc2)c2c(Cl)cc(Cl)cc2)cncc1
166,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,C1CC(=O)C=C2C[C@@H](SC(C)=O)[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]43OC(=O)CC3)[C@@]12C
167,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,OC[C@H]1OC(O)[C@H](N)[C@@H](O)[C@@H]1O
168,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,c1cccc(C)c1N1C(=O)c2c(cc(Cl)c(S(N)(=O)=O)c2)NC1C
169,O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,C1N2N([C@H](C(=O)O)CC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCC2
170,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,C1CN(C([C@@H](N[C@H](C(=O)O)CCc2ccccc2)CCCCN)=O)[C@H](C(O)=O)C1
171,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,C(N1c2c(ccc(S(N(C)C)(=O)=O)c2)Sc2ccccc21)CCN1CCC(CCO)CC1
172,Nc1c2c(nc3ccccc13)CCCC2,c12c(cccc1)nc1c(c2N)CCCC1
173,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,c1(C(=O)N)ccc2c(c3c([nH]2)CC[C@@H](NC)C3)c1
174,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,c1cc(C(C2(O)CCCCC2)CN(C)C)ccc1OC
175,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C1[C@H](OC(=O)[C@@H](c2ccccc2)CO)C[C@@H]2[C@@H]3[C@@H](O3)[C@H]1N2C
176,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,c1(S(N)(=O)=O)cc(C(NCC2N(CC)CCC2)=O)c(OC)cc1
177,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,O(c1ccc(C(=O)Nc2c(CCC3N(C)CCCC3)cccc2)cc1)C
178,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,c1ccc2c(c1)C(=O)c1c(O)c3c(c(O)c1C2=O)[C@@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C[C@](O)(C(C)=O)C3
179,O=c1[nH]cc(F)c(=O)[nH]1,c1(=O)[nH]cc(F)c(=O)[nH]1
180,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
181,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@@]12CC[C@]3([C@@H]4N(CC5CC5)CC[C@@]35c3c(c(O)ccc3C4)O[C@H]51)C[C@@H]2[C@](O)(C(C)(C)C)C
182,CN(C)CCC=C1c2ccccc2COc2ccccc21,c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1CO2
183,CN1CCC[C@H]1c1cccnc1,C1CC[C@@H](c2cnccc2)N1C
184,CC(C)NCC(O)COc1cccc2ccccc12,c1(OCC(CNC(C)C)O)c2c(ccc1)cccc2
185,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,c12n(C)cnc1n(C)c(=O)n(CCCCC(=O)C)c2=O
186,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,C1C[C@@]2(C)[C@@H](CC[C@]2(C#C)O)[C@@H]2CCC3=CCCC[C@@H]3[C@@H]12
187,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,c12c(cccc1OCC(CNC(C)(C)C)O)C[C@@H](O)[C@@H](O)C2
188,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,C1(C(CCN2CCCCC2)(c2ccccc2)O)CC2CC1C=C2
189,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,c1cc(OCC(CNC(C)(Cc2c3c([nH]c2)cccc3)C)O)c(C#N)cc1
190,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,c1cccc(C2=NCC(=O)N(CCN(CC)CC)c3c2cc(Cl)cc3)c1F
191,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,N1(C)[C@@H]([C@H]2OC(=O)c3c(OC)c(OC)ccc32)c2c(OC)c3c(cc2CC1)OCO3
192,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,[C@@H]1(C(O)=O)N2[C@@H]([C@H](NC(=O)c3c4ccccc4ccc3OCC)C2=O)SC1(C)C
193,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,[C@H]1(N(C)C)[C@H]2[C@@](O)(C(=O)C(C(N)=O)=C1O)C(O)=C1[C@H](C2)[C@@](O)(C)c2c(Cl)ccc(O)c2C1=O
194,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,C1C(C(c2ccccc2)(O)c2ccccc2)CCN(CCCC(O)c2ccc(C(C(O)=O)(C)C)cc2)C1
195,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,c1c(-c2n3c(c(C#N)cn3)ncc2)cc(N(C(=O)C)CC)cc1
196,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,n1c2c(cc3c(CN(C)C)c(O)ccc13)Cn1c(=O)c3c(cc1-2)[C@@](O)(CC)C(=O)OC3
197,CC(C)NC[C@H](O)COc1ccc(O)cc1,c1c(O)ccc(OC[C@@H](O)CNC(C)C)c1
198,CCN(CC)CC(=O)Nc1c(C)cccc1C,O=C(Nc1c(C)cccc1C)CN(CC)CC
199,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,C1CC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C\C(O)=O)=C(C)C1
200,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,O[C@@]1(C#C)CC[C@H]2[C@H]3[C@H]([C@@H](OC)C[C@@]21C)c1c(cc(O)cc1)CC3
201,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,c12ccccc1N(CC(N(C)C)C)c1cc(C(=O)CC)ccc1S2
202,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,c1c2c([nH]c3c2CCN2C[C@H]4[C@@H]([C@@H](C(=O)OC)[C@@H](O)CC4)C[C@H]23)ccc1
203,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,c1ccccc1-c1noc(C)c1C(N[C@H]1[C@@H]2N(C1=O)[C@@H](C(O)=O)C(C)(C)S2)=O
204,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,C(c1nc(Cl)c(CO)n1Cc1ccc(-c2c(-c3n[nH]nn3)cccc2)cc1)CCC
205,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,C([C@H](N)C(O)=O)c1cc(O)c(O)cc1
206,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,N1(C)CCC(c2cccc(O)c2)(C(=O)CC)CC1
207,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,o1cccc1/C(=N/OC)C(N[C@@H]1C(=O)N2C(C(O)=O)=C(COC(=O)N)CS[C@@H]21)=O
208,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,[C@H]1(C(O)=O)N(C(=O)C[P@](=O)(O[C@H](OC(=O)CC)C(C)C)CCCCc2ccccc2)C[C@H](C2CCCCC2)C1
209,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,C1N2C[C@H](C[C@@](c3cc4c(cc3OC)N(C)[C@@H]3[C@@]45[C@H]4N(CC=C[C@@]4(CC)[C@@H](OC(=O)C)[C@@]3(C(=O)OC)O)CC5)(C(=O)OC)c3c1c1ccccc1[nH]3)C=C(CC)C2
210,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
211,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,O1C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](C)(OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@](O)(C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@](O)(C)[C@H]1CC
212,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,C1=C/C=C/[C@H](O[C@@H]2O[C@@H](C)[C@@H](N(C)C)CC2)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](O)(C)C3)[C@H](N(C)C)[C@H]2O)[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/1
213,CN1CCOC(c2ccccc2)c2ccccc2C1,c1cccc(C2c3c(cccc3)CN(C)CCO2)c1
214,C[C@@H]1O[C@@H]1P(=O)(O)O,O=P(O)(O)[C@H]1O[C@H]1C
215,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,O=C(CCC)Nc1ccc(OCC(CNC(C)C)O)c(C(C)=O)c1
216,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CN1[C@@H](CCO[C@](c2ccc(Cl)cc2)(C)c2ccccc2)CCC1
217,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,O=C(CN1C(=O)[C@@H](N[C@H](C(=O)OCC)CCc2ccccc2)CCc2ccccc21)O
218,CNCCCN1c2ccccc2CCc2ccccc21,c1c2c(ccc1)N(CCCNC)c1ccccc1CC2
219,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C1[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N1CCC
220,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,C1OCCN(CCC(=O)N2c3c(cccc3)Sc3ccc(NC(=O)OCC)cc32)C1
221,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,C1(c2ccccc2)=NCc2nnc(CN(C)C)n2-c2c1cc(Cl)cc2
222,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,c1c(S(N2CCN(C)CC2)(=O)=O)ccc(OCC)c1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
223,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,c1ccc(OC(=O)N(C)CC)cc1[C@H](C)N(C)C
224,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN1c2c(cccc2)CCc2c1cccc2)CN(C)C
225,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,c1(O)cc(/C=C(/C(N(CC)CC)=O)C#N)cc([N+](=O)[O-])c1O
226,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,C(c1ccc(Cl)cc1)(C(Cl)Cl)c1ccccc1Cl
227,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@]2(O)[C@]34c5c(c(O)ccc5C[C@H]2N(CC2CC2)CC3)O[C@@H]14
228,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,C(N(CC)CC)CNC(c1c(OC)cc(N)c(Br)c1)=O
229,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,OC(CCCc1nc2cc(N(CCCl)CCCl)ccc2n1C)=O
230,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1cc2c(cc1)Sc1ccccc1N2CCC1CCCCN1C
231,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,C(COc1ccc(NC(=O)N(CC)CC)cc1C(C)=O)(CNC(C)(C)C)O
232,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,O=C(c1ccc(F)cc1)CCCN1CCC(n2c(O)nc3ccccc32)CC1
233,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,S1c2c(cc(C(F)(F)F)cc2)/C(=C\CCN2CCN(CCO)CC2)c2ccccc21
234,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,[C@@H]12[C@H](NC(c3c(C)onc3-c3c(Cl)cccc3)=O)C(=O)N1[C@@H](C(O)=O)C(C)(C)S2
235,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,n1(C2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2ccccc2[nH]c1=O
236,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,c1(OC)c(C(N[C@@H]2CCN(CCCOc3ccc(F)cc3)C[C@@H]2OC)=O)cc(Cl)c(N)c1
237,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,c1cc(Cl)ccc1C1(O)CCN(CCC(C(=O)N(C)C)(c2ccccc2)c2ccccc2)CC1
238,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,c1cccc2c1Sc1c(cc(Cl)cc1)/C2=C\CCN(C)C
