,canonical,random
131,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,c1(SC[C@H](NC(=O)c2cccc(O)c2C)[C@H](O)CN2[C@H](C(=O)NC(C)(C)C)C[C@@H]3CCCC[C@@H]3C2)ccccc1
132,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,C1(c2ccccc2)=NCC(=O)Nc2ccc([N+]([O-])=O)cc21
133,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,N1C(=O)CN=C(c2ccccc2)c2c1ccc(Cl)c2
134,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,c12c(c(OC)c3c(c1)CCN(C)[C@H]3[C@@H]1c3c(c(OC)c(OC)cc3)C(=O)O1)OCO2
135,C=CCOc1ccccc1OC[C@H](O)CNC(C)C,c1cc(OCC=C)c(OC[C@@H](CNC(C)C)O)cc1
136,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,C1N(CCO)CCN(CCCN2c3c(cccc3)Sc3ccc(Cl)cc32)C1
137,CNCC[C@H](c1ccccc1)c1ccccn1,c1cccc([C@H](CCNC)c2ccccc2)n1
138,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,c12ncccc1NC(=O)c1ccccc1N2C(=O)CN1CCN(C)CC1
139,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,C(Cc1c(C)nc2n(c1=O)CCCC2)N1CCC(c2noc3cc(F)ccc32)CC1
140,CN1[C@@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,c1ccccc1[C@H](CO)C(OC1C[C@@H]2N(C)[C@@H]([C@H]3O[C@@H]23)C1)=O
141,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,c1(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc(O)c(C(O)=O)c1
142,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,c1c(CS(NC)(=O)=O)ccc2[nH]cc(CCN(C)C)c12
143,Nc1c2c(nc3ccccc13)CCCC2,c1cccc2c(N)c3c(nc12)CCCC3
144,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,c12c(c(CCCCN3CCC(c4ccccc4)=CC3)c[nH]1)cc(O)cc2
145,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,c1ccc2c(O)c([C@@H](CC(C)=O)c3ccccc3)c(=O)oc2c1
146,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,c1(/C(c2cccnc2)=C/CN(C)C)ccc(Br)cc1
147,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,C(c1cc2c([nH]cc2CCN(C)C)cc1)[C@H]1COC(=O)N1
148,C=C(C)[C@@H]1CCC(C)=C[C@@H]1c1c(O)cc(CCCCC)cc1O,Oc1cc(CCCCC)cc(O)c1[C@H]1C=C(C)CC[C@H]1C(C)=C
149,CO/N=C1/C[C@]2(C[C@H]3C[C@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@@H](O)C(C)=C[C@H](C(=O)O3)[C@@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,C1=C[C@H](C)CC(C)=CC[C@@H]2O[C@@]3(C/C(=N/OC)[C@H](C)[C@@H](/C(C)=C/C(C)C)O3)C[C@H](OC(=O)[C@H]3C=C(C)[C@H](O)[C@H]4OCC(=C1)[C@]34O)C2
150,O=c1[nH]c2cc(Cl)ccc2o1,c1c(Cl)cc2[nH]c(=O)oc2c1
151,C[C@]12CC(=O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@H]43)[C@H]1CC[C@@]2(O)C(=O)CO,[C@]12(C)CC(=O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@H]43)[C@H]1CC[C@@]2(O)C(=O)CO
152,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,C1(N(C(=O)CC)c2ccccc2)(COC)CCN(CCc2cccs2)CC1
153,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,c1(OCCN(C)C)ccc(/C(=C(\CC)c2ccccc2)c2ccccc2)cc1
154,COc1cc(O)ccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,c1ccc2c3c([nH]c2c1)cccc3OC[C@H](CNCCOc1ccc(O)cc1OC)O
155,COc1ccc(O)cc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,O(CCNC[C@@H](COc1cccc2[nH]c3ccccc3c12)O)c1c(OC)ccc(O)c1
156,CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,N(C[C@@H](O)COc1c(C(=O)C)cc(NC(=O)CCC)cc1)C(C)C
157,CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,CC(Nc1ccc(OC[C@@H](CNC(C)C)O)c(C(C)=O)c1)=O
158,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,N([C@H](C)CCc1ccccc1)C[C@H](O)c1ccc(O)c(C(=O)N)c1
159,CCCCS(=O)(=O)Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(=O)(=O)CCCC)cc3)sc2c1,C1CCCCN1CCOc1ccc(C(=O)c2c3ccc(OS(CCCC)(=O)=O)cc3sc2-c2ccc(S(CCCC)(=O)=O)cc2)cc1
160,O[C@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(F)F)CC1,c1(OC[C@@H](O)CN2CCN(C3c4c(cccc4)C4C(F)(F)C4c4ccccc43)CC2)c2c(nccc2)ccc1
161,O[C@@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(F)F)CC1,N1(C2c3c(cccc3)C3C(F)(F)C3c3c2cccc3)CCN(C[C@@H](O)COc2c3cccnc3ccc2)CC1
162,O[C@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(Cl)Cl)CC1,[C@H](CN1CCN(C2c3c(cccc3)C3C(Cl)(Cl)C3c3c2cccc3)CC1)(COc1cccc2ncccc12)O
163,O[C@@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(Cl)Cl)CC1,c1cccc2c1C1C(C1(Cl)Cl)c1ccccc1C2N1CCN(C[C@@H](O)COc2c3c(nccc3)ccc2)CC1
164,O[C@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3[C@H]3C[C@H]3c3ccccc32)CC1,C(N1CCN(C2c3c(cccc3)[C@H]3[C@@H](c4ccccc42)C3)CC1)[C@@H](COc1cccc2ncccc12)O
165,O[C@@H](COc1cccc2ncccc12)CN1CCN(C2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,C1N(C[C@H](COc2c3c(ccc2)nccc3)O)CCN(C2c3c(cccc3)[C@@H]3[C@H](c4c2cccc4)C3(F)F)C1
166,COc1ccc(CCNCCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,c1cc(OC)c(OC)cc1CCNCCC[C@@](C#N)(C(C)C)c1cc(OC)c(OC)c(OC)c1
167,CC(C)(C)NC[C@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1,C(C)(C)(NC[C@@H](COc1ccc(NC(=O)NC2CCCCC2)cc1)O)C
168,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,c1c(C)ccc(S(=O)(=O)NC(=O)NCCCC)c1
169,C=CCc1ccccc1OC[C@H](O)CNC(C)C,O[C@H](CNC(C)C)COc1ccccc1CC=C
170,CNCCCN1c2ccccc2CCc2ccccc21,c1c2c(ccc1)N(CCCNC)c1c(cccc1)CC2
171,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,C(C(=O)O)[C@@H](C[C@@H](/C=C/c1c(-c2ccc(F)cc2)c2c(cccc2)n1C(C)C)O)O
172,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,O(c1c(CS(=O)c2[nH]c3ccc(OC(F)F)cc3n2)nccc1OC)C
173,CCOc1cc2c(cc1OC)C(c1ccc(C(=O)N(C(C)C)C(C)C)cc1)=N[C@@H]1CCN(C)C[C@H]21,c1c2c(cc(OCC)c1OC)[C@H]1CN(C)CC[C@H]1N=C2c1ccc(C(N(C(C)C)C(C)C)=O)cc1
174,COc1cc2c(cc1OC)[C@H]1CN(C)CC[C@H]1N=C2c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,c12c(cc(OC)c(OC)c1)C(c1ccc(NS(=O)(=O)c3ccc(C)cc3)cc1)=N[C@H]1[C@@H]2CN(C)CC1
175,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(C(=O)O)O2,Cc1c(C)c2c(c(C)c1O)CC[C@@](C(=O)O)(C)O2
176,CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,c1(O)oc2c(cccc2)c(=O)c1[C@@H](c1ccc([N+](=O)[O-])cc1)CC(C)=O
177,CC(=O)Nc1ccc(O)cc1,Oc1ccc(NC(C)=O)cc1
178,CC(=O)NO,C(=O)(C)NO
179,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,c1cccc(COC(=O)CNC(=O)[C@@H](CSC(C)=O)Cc2ccccc2)c1
180,C=CCSC[C@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,O=S(c1cc2c(cc1Cl)N[C@H](CSCC=C)NS2(=O)=O)(=O)N
181,NCC[C@H](O)C(=O)N[C@@H]1C[C@@H](N)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]1O,O[C@H](C(N[C@@H]1C[C@@H](N)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1[C@@H](O)[C@@H](N)[C@@H](O)[C@H](CO)O1)=O)CCN
182,Cn1c(=O)c2[nH]cnc2n(C)c1=O,n1(C)c2nc[nH]c2c(=O)n(C)c1=O
183,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CN(C)c1c(C)n(C)n(-c2ccccc2)c1=O
184,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,C1CN(C2=Nc3c(cccc3)Oc3c2cc(Cl)cc3)CCN1
185,CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@@H]1C(=O)O,Oc1ccc([C@H](N)C(=O)N[C@H]2C(=O)N3[C@H](C(O)=O)C(C)(C)S[C@@H]23)cc1
186,Nc1cc(-c2ccncc2)c[nH]c1=O,c1c(-c2ccncc2)c[nH]c(=O)c1N
187,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,c1ccc(N(Cc2ccccc2)CC2=NCCN2)cc1
188,CCCCCC[C@@H]1C(=O)O[C@@H](C)[C@@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@H]1OC(=O)CC(C)C,C(O[C@@H]1[C@H](C)OC(=O)[C@H](NC(=O)c2c(O)c(NC=O)ccc2)[C@H](C)OC(=O)[C@H]1CCCCCC)(=O)CC(C)C
189,C=C(C(=O)OC1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)N2C)c1ccccc1,c1(C(C(=O)OC2C[C@@H]3[C@H]4O[C@H]4[C@H](C2)N3C)=C)ccccc1
190,O=C1C(O)=C(O)O[C@H]1[C@H](O)CO,C1(O)=C(O)O[C@@H]([C@@H](CO)O)C1=O
191,CN1[C@@H]2CC[C@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2,OC[C@@H](C(OC1C[C@@H]2CC[C@H](C1)N2C)=O)c1ccccc1
192,CC1=CC(=O)C2=C(C)C[C@@H](O)[C@@H]3[C@@H](OC(=O)[C@@H]3C)[C@H]12,C1(=O)C2=C(C)C[C@@H](O)[C@H]3[C@@H](C)C(=O)O[C@H]3[C@@H]2C(C)=C1
193,CC1(C)S[C@@H]2C(NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,[C@@H](C(=O)NC1[C@H]2SC(C)(C)[C@H](C(O)=O)N2C1=O)(c1ccccc1)NC(N1C(=O)NCC1)=O
194,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@H](O)CNC(C)(C)C)c1,CC(C)(C)NC[C@@H](O)c1cc(OC(N(C)C)=O)cc(OC(N(C)C)=O)c1
195,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,N1[C@@H](Cc2ccccc2)NS(=O)(=O)c2c1cc(C(F)(F)F)c(S(=O)(N)=O)c2
196,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,N1=C(CSCc2ccccc2)Nc2c(cc(S(N)(=O)=O)c(Cl)c2)S1(=O)=O
197,COc1c(O)cc2c(c1O)[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1OC2=O,c1(O)c2c(cc(O)c1OC)C(=O)O[C@H]1[C@H]2O[C@@H](CO)[C@@H](O)[C@H]1O
198,CNCCc1ccccn1,N(C)CCc1ccccn1
199,C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F,[C@H]12[C@H]3C(F)([C@]4(C)C(=CC(=C)C=C4)CC3)[C@@H](O)C[C@]1(C)[C@@](O)(C(=O)CO)[C@@H](C)C2
200,CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,C1CC1COCCc1ccc(OC[C@H](O)CNC(C)C)cc1
201,C=C(C)[C@@H]1CC[C@@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@@]43C)[C@@H]12,CC1(C)[C@H]2CC[C@@]3(C)[C@@H]([C@@]2(C)CC[C@H]1O)CC[C@H]1[C@@]3(C)CC[C@]2(C(O)=O)CC[C@@H](C(C)=C)[C@H]12
202,CN1CCc2cc3c(cc2[C@@H]1[C@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,c12c(c3c(cc1)OCO3)C(=O)O[C@@H]2[C@@H]1N(C)CCc2cc3c(cc21)OCO3
203,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,c1cc(C(c2ccc(OC(=O)C)cc2)c2ccccn2)ccc1OC(C)=O
204,COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,c1(O)cc2c(cc1OC)-c1c3c(cc(O)c1OC)CCN(C)[C@H]3C2
205,CS(=O)(=O)OCCCCOS(C)(=O)=O,C(COS(=O)(=O)C)CCOS(=O)(C)=O
206,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,C(CN(CC)CC)NC(c1c(OC)cc(N)c(Br)c1)=O
207,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,[C@@H]1(C(Nc2c(C)cccc2C)=O)CCCCN1CCCC
208,CN1CC[C@@]23c4ccccc4N[C@H]1[C@@]21CCN(C)[C@@H]3Nc2ccccc21,c1c2c(ccc1)N[C@@H]1[C@@]34CCN(C)[C@H]([C@]23CCN1C)Nc1c4cccc1
209,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,O=C1OCc2c(=O)n3c(cc2[C@@]1(O)CC)-c1nc2ccccc2cc1C3
210,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,c12cc3c(cc1OCO2)[C@@H]1Cc2c(c(OC)c(OC)cc2)CN1CC3
211,CC1(C)S[C@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,C([C@H]1N2[C@@H](SC1(C)C)[C@H](NC([C@H](C(=O)O)c1ccccc1)=O)C2=O)(=O)O
212,CC1(C)[C@H]2CC[C@@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@@]5(C)CC[C@@]43C)[C@]2(C)CC[C@H]1OC(=O)CCC(=O)O,O=C([C@@]1(C)CC[C@@]2(C)CC[C@@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)[C@H](CC[C@]34C)C(C)(C)[C@H](OC(=O)CCC(O)=O)CC5)[C@@H]2C1)O
213,CN(C)CCO[C@H](c1ccc(Cl)cc1)c1ccccn1,c1cccnc1[C@H](OCCN(C)C)c1ccc(Cl)cc1
214,O=NN(CCCl)C(=O)NCCCl,C(CCl)N(C(=O)NCCCl)N=O
215,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,O=C([C@H](N)c1ccccc1)N[C@@H]1C(=O)N2C(C(O)=O)=C(Cl)CS[C@@H]21
216,CO[C@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21,C(#N)CSCC(N[C@]1(OC)[C@H]2N(C(C(=O)O)=C(CSc3nnnn3C)CS2)C1=O)=O
217,CCN1CCN(C(=O)N[C@H](C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]23)c2ccc(O)cc2)C(=O)C1=O,N([C@@H](c1ccc(O)cc1)C(=O)N[C@@H]1[C@H]2N(C(C(O)=O)=C(CSc3nnnn3C)CS2)C1=O)C(=O)N1CCN(CC)C(=O)C1=O
218,CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1,OC(C1=C(COC(C)=O)CS[C@@H]2N1C(=O)[C@@H]2NC(=O)/C(=N/OC)c1csc(N)n1)=O
219,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,N(\OC)=C(\c1occc1)C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)N)CS[C@@H]21)=O
220,CCN(CC)c1ccc2[nH]c3c(C(=N)O)cc(=O)c(=O)c=3oc2c1,o1c2cc(N(CC)CC)ccc2[nH]c2c(C(=N)O)cc(=O)c(=O)c1=2
221,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)Cc3cccs3)[C@@H]2SC1,CC(=O)OCC1=C(C(O)=O)N2C(=O)[C@H](NC(=O)Cc3sccc3)[C@@H]2SC1
222,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)CSc3ccncc3)[C@H]2SC1,OC(C1=C(COC(=O)C)CS[C@H]2N1C(=O)[C@@H]2NC(CSc1ccncc1)=O)=O
223,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2C3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C1[C@H]2C3[C@H](CC[C@]2(C)[C@H]([C@H](C)CCC(=O)O)C1)[C@]1(C)[C@H](C[C@H](O)CC1)C[C@@H]3O
224,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,O=S1(=O)[C@@H](c2ccc(Cl)cc2)N(C)C(=O)CC1
225,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,C(=C/c1ccc(O)c(O)c1)\C(O[C@H]1C[C@@](O)(C(O)=O)C[C@@H](O)[C@@H]1O)=O
226,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,c1(C(c2ccc(OC)cc2)=C(c2ccc(OC)cc2)Cl)ccc(OC)cc1
227,NC(=O)OC[C@@H](O)COc1ccc(Cl)cc1,C(=O)(N)OC[C@H](COc1ccc(Cl)cc1)O
228,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(NS(=O)(=O)c1ccc(Cl)cc1)=O
229,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,c1cc([C@]2(O)c3ccccc3C(=O)N2)cc(S(=O)(=O)N)c1Cl
230,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,S(N)(c1cc2c(cc1Cl)NC=NS2(=O)=O)(=O)=O
231,O=C1C=CC(=O)c2c1ccc1c2ccc2ccccc21,c1cc2c(c3ccc4c(cccc4)c13)C(=O)C=CC2=O
232,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,C1CN(c2c(OC)cccc2)CCN1CCCCNC(=O)c1cc2c(cccc2)cc1
233,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,O1c2cc3c(cc2OC1)c(=O)c(C(O)=O)nn3CC
234,CC(=O)N[C@@H]1CCSC1=O,[C@@H]1(NC(C)=O)CCSC1=O
235,CC(C)(C)NC[C@@H](O)c1cc(Cl)c(N)c(Cl)c1,[C@H](c1cc(Cl)c(N)c(Cl)c1)(CNC(C)(C)C)O
236,CCC[C@@H]1C[C@H](C(=O)N[C@H]([C@@H]2O[C@@H](SC)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](C)Cl)N(C)C1,[C@@H]1(O)[C@@H](O)[C@H](SC)O[C@@H]([C@@H](NC([C@@H]2N(C)C[C@H](CCC)C2)=O)[C@H](Cl)C)[C@H]1O
237,CCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,O=C([C@]1(OC(=O)CC)[C@@]2(C)[C@@H]([C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C2)C[C@H]1C)CCl
238,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,Clc1ccc(OC(C(=O)O)(C)C)cc1
239,C[C@@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,C[C@@H]1CCC[C@@H](C)N1NC(=O)c1cc(S(=O)(=O)N)c(Cl)cc1
240,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,c1c(OCCCN(CC#C)C)c(Cl)cc(Cl)c1
241,COc1ccc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)cc1OC,[C@@H]12N(C)[C@@H](CC1)CC(OC(c1cc(OC)c(OC)cc1)=O)C2
242,C[C@]12C[C@H](O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@]2(O)C(=O)CO,C1=C2CC[C@@H]3[C@H]4CC[C@@](O)(C(CO)=O)[C@@]4(C)C[C@H](O)[C@H]3[C@]2(C)CCC1=O
243,C[C@]12CCC(=O)C=C1CC[C@H]1[C@H]3CC[C@@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]12,C[C@@]12C(=CC(=O)CC1)CC[C@H]1[C@@H]3[C@@](C)([C@@](C(CO)=O)(O)CC3)CC(=O)[C@H]21
244,C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,C1[C@H]([C@@H](CC2CC(=O)NC(=O)C2)O)C(=O)[C@H](C)C[C@@H]1C
245,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
246,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,[C@@H]12[C@](F)([C@@]3(C)C(=CC(=O)C=C3)CC1)[C@H](O)C[C@@]1(C)[C@@H]2C[C@H](C)[C@@]1(C(=O)COC(C)=O)O
247,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,C(CNC(CCC(N(CCCCCNC(=O)CCC(N(O)CCCCCN)=O)O)=O)=O)CCCN(C(C)=O)O
248,CCN1C[C@@]2(COC)CC[C@@H](OC)[C@]34[C@@H]1[C@@]1(OCO[C@@]15C[C@@H](OC)[C@@H]1C[C@H]3[C@H]5[C@@H]1OC)[C@H](O)[C@@H]24,O[C@H]1[C@]23[C@@H]4N(CC)C[C@]5(COC)[C@H]1[C@@]4([C@@H]1[C@H]4[C@H](OC)[C@H]([C@H](OC)C[C@]24OCO3)C1)[C@H](OC)CC5
249,CCN1C[C@]2(COC)CC[C@@H](O)[C@@]34[C@H]5C[C@@H]6[C@@H](OC)[C@@H]5[C@@](O)(C[C@H]6OC)[C@@](O)([C@@H](OC)[C@@H]23)[C@@H]14,O[C@H]1[C@]23[C@@H]4N(CC)C[C@](COC)(CC1)[C@@H]2[C@H](OC)[C@]4(O)[C@]1(O)C[C@@H](OC)[C@H]2[C@@H](OC)[C@H]1[C@@H]3C2
250,CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]2[C@@H](C(C)=O)[C@@]2(OCO[C@@]25C[C@H](OC)[C@H]2C[C@]3(O)[C@]5(O)[C@@H]2OC)[C@@H]14,C1O[C@]23[C@H]4N(CC)C[C@]5(C)CC[C@H](OC)[C@]4([C@]4(O)C[C@H]6[C@@H](OC)[C@]4(O)[C@@]2(C[C@@H]6OC)O1)[C@@H]5[C@H]3C(C)=O
251,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@H]12,[C@H]1(N(C)C)[C@H]2C[C@H]3C(=C(O)c4c(c(Cl)ccc4O)[C@H]3O)C(=O)[C@@]2(O)C(=O)/C(=C(\O)N)C1=O
252,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,O=C(OCC)NC1=C(N2CC2)C(=O)C(NC(OCC)=O)=C(N2CC2)C1=O
253,CCN(CC)C(=O)N1CCN(C)CC1,C(N(C(=O)N1CCN(C)CC1)CC)C
254,CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,CC/C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1
255,CC1(C)OC(=O)NC1=O,C1(=O)C(C)(C)OC(=O)N1
256,C/C=C(C(=C\C)\c1ccc(O)cc1)/c1ccc(O)cc1,Oc1ccc(C(=C\C)/C(=C\C)c2ccc(O)cc2)cc1
257,O=C(Nc1ccccc1)OC[C@@H](CN1CCCCC1)OC(=O)Nc1ccccc1,C1N(C[C@@H](OC(Nc2ccccc2)=O)COC(Nc2ccccc2)=O)CCCC1
258,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,c1(C(c2ccccc2)OC2CCN(C)CC2)ccccc1
259,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,Cc1c(N(CS(=O)(O)=O)C)c(=O)n(-c2ccccc2)n1C
260,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,Oc1c(OC)cc2c(c1)[C@H]1N(Cc3c(ccc(OC)c3O)C1)CC2
