,canonical,random
413,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,c1([C@H](C)C(=O)O)ccc(-c2ccccc2)c(F)c1
414,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],[O-][N+](=O)c1cc(S(=O)(C)=O)cc([N+]([O-])=O)c1N(CCC)CCC
415,C=CCl,ClC=C
416,Cc1ccc(C(=O)N(C)C)cc1,N(C(c1ccc(C)cc1)=O)(C)C
417,CCCC(=O)CCC,C(C(CCC)=O)CC
418,COC(=O)c1ccccc1,c1(C(=O)OC)ccccc1
419,Cc1ccc(C=O)cc1,c1c(C)ccc(C=O)c1
420,CCCOC(=O)CCC,C(C)CC(OCCC)=O
421,C1CNCCN1,C1CNCCN1
422,CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,N1([C@H](CCl)SP(OCC)(OCC)=S)C(=O)c2c(cccc2)C1=O
423,CCOCCO,CCOCCO
424,CCC(C)CC,C(C)(CC)CC
425,Cc1cnccn1,Cc1nccnc1
426,CCC[N+](=O)[O-],C(CC)[N+]([O-])=O
427,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1
428,O=c1[nH]cc(F)c(=O)[nH]1,[nH]1c(=O)[nH]cc(F)c1=O
429,CCO,CCO
430,Cc1ccc(C)c2ccccc12,c1cccc2c1c(C)ccc2C
431,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,c1c2c(cc(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1)O2
432,N#Cc1c(Cl)cccc1Cl,c1(Cl)c(C#N)c(Cl)ccc1
433,CCOC=O,C(C)OC=O
434,Clc1cc(Cl)c(Cl)cc1Cl,Clc1c(Cl)cc(Cl)c(Cl)c1
435,CCOC(OCC)Oc1ccccc1,C(OC(Oc1ccccc1)OCC)C
436,O=[N+]([O-])c1cccc(O)c1,[N+](c1cc(O)ccc1)(=O)[O-]
437,CCCCCCCCO,C(CC)CCCCCO
438,C=CCC,C(C=C)C
439,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl
440,OCCc1ccccc1,c1(CCO)ccccc1
441,CN(C)C(=O)Nc1ccccc1,c1(NC(=O)N(C)C)ccccc1
442,CSSC,S(SC)C
443,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,C1[C@@H]2[C@H](C(=O)N(SC(Cl)(Cl)Cl)C2=O)CC=C1
444,CC(=O)OCC(COC(C)=O)OC(C)=O,O(C(COC(C)=O)COC(=O)C)C(=O)C
445,COC,O(C)C
446,CCCCCC,CCCCCC
447,BrCCBr,C(Br)CBr
448,ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)(Cl)C(Cl)Cl
449,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,C(F)(F)(F)c1c(=O)[nH]c(=O)[nH]c1
450,Cc1cccc(C)c1N,c1c(C)c(N)c(C)cc1
451,CCCOC(C)=O,C(OCCC)(C)=O
452,c1ccc2ncccc2c1,c12ncccc1cccc2
453,CCS,C(C)S
454,CCSSCC,S(SCC)CC
455,c1ccsc1,c1sccc1
456,CCc1cccc2ccccc12,c12ccccc1c(CC)ccc2
457,CCCC(C)=O,O=C(C)CCC
458,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,c1(-c2c(Cl)c(Cl)c(Cl)cc2Cl)cc(Cl)c(Cl)c(Cl)c1Cl
459,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],C1CC1CN(CCC)c1c([N+]([O-])=O)cc(C(F)(F)F)cc1[N+]([O-])=O
460,CC(=O)O,CC(=O)O
461,CC=O,C(=O)C
462,Nc1cccc([N+](=O)[O-])c1,Nc1cc([N+](=O)[O-])ccc1
463,C#CCCCC,C(CCC)C#C
464,COc1ccccc1N,Nc1c(OC)cccc1
465,Oc1ccccc1,c1cc(O)ccc1
466,CCC#N,N#CCC
467,Oc1cccc2ccccc12,c1c2c(ccc1)c(O)ccc2
468,CCCCOC(C)=O,C(CC)COC(=O)C
469,CNC(=O)O/N=C\C(C)(C)SC,N(C(=O)O/N=C\C(C)(SC)C)C
470,Cc1ccccc1O,c1cc(O)c(C)cc1
471,CC(C)C=O,CC(C=O)C
472,CCC(N)=O,C(C)C(=O)N
473,CCCBr,C(CC)Br
474,CC(C)Cl,CC(Cl)C
475,ClCCCCl,C(CCCl)Cl
476,O=[N+]([O-])c1ccc(O)cc1,c1c(O)ccc([N+](=O)[O-])c1
477,C[C@H](Cl)CCl,Cl[C@@H](C)CCl
478,Nc1ccc(Cl)cc1,c1cc(Cl)ccc1N
479,Nc1cccc2c1C(=O)c1ccccc1C2=O,c1cc2c(cc1)C(=O)c1c(c(N)ccc1)C2=O
480,Cc1cccnc1C,n1c(C)c(C)ccc1
481,N#Cc1ccncc1,C(#N)c1ccncc1
482,CCOP(=S)(OCC)SCSCC,S(CC)CSP(OCC)(=S)OCC
483,CC(=O)C1CCCCC1,C1CCCC(C(=O)C)C1
484,Cc1ccccc1C=O,Cc1c(C=O)cccc1
485,CC(=O)c1ccncc1,c1nccc(C(=O)C)c1
486,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2
487,CC(C)=O,CC(C)=O
488,C=C(C)C,C=C(C)C
489,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c1,Clc1c(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)cc1
490,CCCCC[N+](=O)[O-],C([N+](=O)[O-])CCCC
491,CCC/C=C/C=O,C(/C=C/CCC)=O
492,CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,c1cc([N+](=O)[O-])ccc1C(N(C)C)=O
493,C1CCOC1,O1CCCC1
494,CCCCCCCC,CCCCCCCC
495,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],c1([N+]([O-])=O)c(N(CCC)CCC)c([N+](=O)[O-])cc(C(F)(F)F)c1
496,C=C[C@@](C)(CCC=C(C)C)OC(C)=O,C([C@@](C)(CCC=C(C)C)OC(=O)C)=C
497,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],C(C[C@@H](O[N+](=O)[O-])C)O[N+](=O)[O-]
498,CC(C)OC(C)C,O(C(C)C)C(C)C
499,CCCCC(C)C,C(CCC)C(C)C
500,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[N+]([O-])(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)=O
501,FC(F)(F)[C@H](Cl)Br,Cl[C@H](Br)C(F)(F)F
502,CCCCOCCCC,O(CCCC)CCCC
503,CCCCCC1CCCC1,C(CC1CCCC1)CCC
504,CC(C)CC(C)C,CC(CC(C)C)C
505,Cc1ccc(C)nc1,n1c(C)ccc(C)c1
506,C/C=C/C=O,C(=O)/C=C/C
507,CCC[C@H](C)CC,C[C@H](CC)CCC
508,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,Clc1cccc(Cl)c1-c1c(Cl)cc(Cl)cc1Cl
509,FC(F)[C@@H](F)Oc1ccccc1,c1cc(O[C@@H](C(F)F)F)ccc1
510,COCCOC,C(OC)COC
511,CC[C@H](C)c1ccccc1,CC[C@@H](c1ccccc1)C
512,OCCCc1ccccc1,c1ccccc1CCCO
513,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,c1c([C@@H](CC)C)c(O)c([N+](=O)[O-])cc1[N+]([O-])=O
514,COC(=O)c1ccc(OC)cc1,C(OC)(c1ccc(OC)cc1)=O
515,CCC(=O)Nc1ccc(Cl)c(Cl)c1,CCC(Nc1cc(Cl)c(Cl)cc1)=O
516,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,c1c2c(cc(OC)c1)ccc([C@@H](C(O)=O)C)c2
517,FC1(F)C(F)(F)C(F)(F)C1(F)F,FC1(F)C(F)(F)C(F)(F)C1(F)F
518,CC(=O)OCCC(C)C,C(CC(C)C)OC(=O)C
519,CCCCCCCl,C(CCCl)CCC
520,CC(=O)CC(C)C,CC(C)CC(=O)C
521,CCCCCC=O,C(CCC)CC=O
522,Nc1cccc(Cl)c1,c1c(Cl)cccc1N
523,C1COCCN1,C1CNCCO1
524,CCOC(C)OCC,CCOC(OCC)C
525,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],[O-][N+](c1cc(C(F)(F)F)cc([N+](=O)[O-])c1N(CCCC)CC)=O
526,CS,SC
527,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,[C@@]12(Cl)[C@@H]3COS(=O)OC[C@@H]3[C@@](Cl)(C1(Cl)Cl)C(Cl)=C2Cl
528,COc1ccc(C(C)=O)cc1,C(c1ccc(OC)cc1)(C)=O
529,C=CCO,C(C=C)O
530,CCSC,S(C)CC
531,CCCCCOC(C)=O,O=C(OCCCCC)C
532,Clc1cc(Cl)c(Cl)c(Cl)c1,c1c(Cl)c(Cl)c(Cl)cc1Cl
533,CC(=O)c1ccccc1,C(c1ccccc1)(=O)C
534,CCCl,ClCC
535,CCCC1CCCC1,C(C1CCCC1)CC
536,Clc1cc(Cl)cc(Cl)c1,c1c(Cl)cc(Cl)cc1Cl
537,CCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1
538,Oc1cccc(Cl)c1,c1cc(O)cc(Cl)c1
539,CC(C)CCO,C(O)CC(C)C
540,CCCCCN,NCCCCC
541,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
542,CC(C)CCC(C)(C)C,CC(C)CCC(C)(C)C
543,CCCCOCCO,CCCCOCCO
544,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@@]1(Cl)C2(Cl)Cl,[C@H]12[C@H]([C@@]3(Cl)C(Cl)(Cl)[C@]1(Cl)C(Cl)=C3Cl)[C@@H]1C[C@H]2[C@H]2O[C@@H]12
545,NC(=O)c1ccccc1,c1cccc(C(N)=O)c1
546,CC(C)[N+](=O)[O-],C(C)(C)[N+](=O)[O-]
547,OCC(O)CO,OCC(O)CO
548,CCCI,C(CC)I
549,COCCN,C(CN)OC
550,ClCC(Cl)(Cl)Cl,ClC(Cl)(Cl)CCl
551,CCC(=O)OC,O(C)C(CC)=O
552,C1CCCC1,C1CCCC1
553,CCc1cccnc1,c1c(CC)cncc1
554,Cc1cncc(C)c1,c1(C)cc(C)cnc1
555,COCCO,COCCO
556,COC=O,O=COC
557,Nc1ccc2ccccc2c1,Nc1ccc2ccccc2c1
558,Cc1c[nH]cn1,c1nc(C)c[nH]1
559,Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(C)c1
560,ClCCCCCl,ClCCCCCl
561,CC(=O)CO[N+](=O)[O-],C(C(=O)C)O[N+](=O)[O-]
562,CC(C)(C)c1ccccc1,CC(c1ccccc1)(C)C
563,CCCCCC(=O)OC,COC(CCCCC)=O
564,C[C@H](O)C(F)(F)F,C(F)(F)([C@H](C)O)F
565,CCCCCBr,C(CCCBr)C
566,C=CCCCCCC,C=CCCCCCC
567,CC1=CC(=O)[C@H](C(C)C)CC1,C1(=O)[C@H](C(C)C)CCC(C)=C1
568,CC(C)O,OC(C)C
569,CCCCCCN,C(CCN)CCC
570,O=[N+]([O-])OCCCO[N+](=O)[O-],C(O[N+]([O-])=O)CCO[N+]([O-])=O
571,Cc1ccc(O)c(C)c1,c1c(O)c(C)cc(C)c1
572,CCCCCO,C(O)CCCC
573,CCC[C@@H](C)O,CCC[C@@H](C)O
574,CCCC[C@@H](C)CC,C(CC[C@H](CC)C)C
575,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,C(O)(=O)[C@@H](C)c1ccc(CC(C)C)cc1
576,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,COP(S[C@@H](C(OCC)=O)CC(OCC)=O)(OC)=S
577,Cc1ccc(O)cc1C,Cc1c(C)ccc(O)c1
578,Cc1cc(O)ccc1Cl,Clc1c(C)cc(O)cc1
579,C/C=C/CCCC,CCCC/C=C/C
580,CCCOCCC,C(CC)OCCC
581,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,[C@H]1(C)C[C@@H](O)[C@H](C(C)C)CC1
582,CCNc1nc(NC(C)(C)C)nc(SC)n1,N(c1nc(SC)nc(NC(C)(C)C)n1)CC
583,CC(C)CC(C)(C)C,CC(CC(C)C)(C)C
584,CCCCC(=O)CCCC,C(CCC)C(=O)CCCC
585,CCCCN(CC)C(=O)SCCC,C(SC(N(CC)CCCC)=O)CC
586,C=CCCCCC,C(C)CCCC=C
587,CC(C)OC=O,CC(C)OC=O
588,CC(=O)OC(C)OC(C)=O,C(=O)(C)OC(OC(=O)C)C
589,O=c1[nH]cc(Cl)c(=O)[nH]1,Clc1c(=O)[nH]c(=O)[nH]c1
590,C=C(C)c1ccccc1,c1c(C(=C)C)cccc1
591,CCC(C)C,CC(CC)C
592,CCCCO[N+](=O)[O-],C(CC)CO[N+](=O)[O-]
593,Brc1ccccc1,c1ccc(Br)cc1
594,CC(Cl)(Cl)Cl,C(C)(Cl)(Cl)Cl
595,C=C(C)[C@@H]1CC=C(C=O)CC1,C(C1=CC[C@@H](C(C)=C)CC1)=O
596,Cc1ccccc1[N+](=O)[O-],c1([N+](=O)[O-])c(C)cccc1
597,CCCCCCCI,C(CCCC)CCI
598,c1cc2ccc3cccc4ccc(c1)c2c34,c12ccc3c4c1c(ccc4ccc3)ccc2
599,CCCCCCl,CCCCCCl
600,CC(=O)OCC(C)C,CC(C)COC(=O)C
601,CCC(C)(C)C,CCC(C)(C)C
602,Nc1ccc([N+](=O)[O-])cc1,c1([N+](=O)[O-])ccc(N)cc1
603,COC(=O)CC#N,N#CCC(=O)OC
604,COc1ccc(N)cc1,COc1ccc(N)cc1
605,CC(C)Cc1ccccc1,c1cccc(CC(C)C)c1
606,Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,c1ccc(-c2c(Cl)cc(Cl)cc2Cl)cc1
607,CN,NC
608,Oc1ccccc1Cl,c1c(O)c(Cl)ccc1
609,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,c1cc(N)cc2c1C(=O)c1ccccc1C2=O
610,Cl/C=C\Cl,Cl/C=C\Cl
611,CCCCC(C)=O,CC(CCCC)=O
612,O=[N+]([O-])OCCO[N+](=O)[O-],O=[N+]([O-])OCCO[N+]([O-])=O
613,Oc1ccccc1F,c1ccc(F)c(O)c1
614,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,CN(C)C(=O)Oc1nc(N(C)C)nc(C)c1C
615,C=Cc1ccccc1,c1cccc(C=C)c1
616,CCOP(=O)(OCC)OCC,O(CC)P(OCC)(OCC)=O
617,OCC(F)(F)F,C(O)C(F)(F)F
618,CCCCOC[C@H](C)O,O(C[C@@H](O)C)CCCC
619,CCCO,C(CC)O
620,Cc1ccccc1C,c1c(C)c(C)ccc1
621,CC(C)(C)C,CC(C)(C)C
622,C#CCCC,C(C)CC#C
623,O=C1NC(=O)c2ccccc21,C1(=O)c2c(cccc2)C(=O)N1
624,CCCCI,C(CC)CI
625,Cc1ccc(O)cc1,c1cc(C)ccc1O
626,CC(C)I,CC(I)C
627,COc1ccccc1O,c1cc(O)c(OC)cc1
628,C1=CCCC1,C1CC=CC1
629,C[C@@H](O)C(F)(F)F,FC(F)(F)[C@@H](C)O
630,CCCN,C(CC)N
631,O=[N+]([O-])c1ccccc1O,c1(O)ccccc1[N+](=O)[O-]
632,Cc1cccc2ccccc12,Cc1cccc2ccccc12
633,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,c1(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
634,CCCCC/C=C/C=O,C(=C/C=O)\CCCCC
635,C#CCCCCCC,C(CCCC)CC#C
636,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,P(Oc1nc(C(C)C)nc(C)c1)(OCC)(=S)OCC
637,CCCCCCCC(=O)OC,C(CC)CCCCC(OC)=O
638,C1CCNC1,C1NCCC1
639,O=Cc1ccc(O)cc1,c1cc(C=O)ccc1O
640,CCCCCCCCl,ClCCCCCCC
641,C1COCCO1,O1CCOCC1
